dt,source,domain,url,title,summary,image,brief,body,raw_page,from
2016-2-24,中安在线,,http://cul.anhuinews.com/system/2016/02/24/007232525.shtml,凤阳花鼓灯亮相民间曲艺大会中安在线-徽文化频道,,," 花鼓灯《俺们会跳花鼓灯》. 花鼓灯《小小传承人》. 2月18日至20日，以“国家级非物质
文化遗产马街书会保护”为主题、被誉为世界最大规模的民间曲艺 ",,,
2016-8-19,中安在线,,http://cul.anhuinews.com/system/2016/08/19/007440876.shtml,大型红色经典黄梅戏《江姐》演出中安在线-徽文化频道,,," 为了创新“两学一做”学习教育手段，8月15日下午，大型红色经典黄梅戏《江姐》在
含山县精彩上演，近700名党员代表现场观看了演出。 该剧塑造出以 ",,,
2016-2-2,中安在线,,http://cul.anhuinews.com/system/2016/02/02/007203667.shtml,徽州古村落的地域特色与保护利用徽文化频道中安在线,,," 古村落是“乡村文化的活化石”，徽州古村落因人与自然的和谐统一被誉为“最美乡村”，
园林化的村落组景、独具特色的建筑类型、丰富多彩的民俗文化 ",,,
2016-1-12,中安在线,,http://cul.anhuinews.com/system/2016/01/12/007173172.shtml,国家级非物质文化遗产:泗州戏徽文化频道中安在线,,," 申报单位：宿州市、蚌埠市. 泗州戏旧时称拉魂腔，起源于江苏海州(即江苏省东海县)，
流行于安徽皖北一带，为安徽省四大剧种之一，距今已有二百多 ",,,
2016-3-14,中安在线,,http://cul.anhuinews.com/system/2016/03/14/007260100.shtml,梁巘《行书东坡语》赏析中安在线-徽文化频道,,," 梁巘(1710—1788年后)，字闻山、文山，号松斋，又号断砚斋主人；亳县人(今安徽
亳州)。清乾隆二十七年(1762年)敕授文林郎壬午科举人。先后由咸安 ",,,
2016-2-6,中安在线,,http://cul.anhuinews.com/system/2016/02/06/007211001.shtml,亳州：文化事业大发展文化供给重实效徽文化频道中安在线,,," 过去的一年，全市宣传思想文化战线着力加快建设公共文化服务体系，努力打造文艺
精品，积极推动文化走出去，推动文化事业繁荣发展，文化供给的 ",,,
2016-1-26,中安在线,,http://cul.anhuinews.com/system/2016/01/26/007194809.shtml,徽派雕刻——徽州木雕艺术徽文化频道中安在线,,," 徽州民居、家具木板和圆木雕刻艺术的简称。木雕在旧属徽州各县分布之广在全国
屈指可数，宅院内的屏风、窗楹、栏柱，日常使用的床、桌、椅、案 ",,,
2008-1-15,中安在线,,http://cul.anhuinews.com/system/2008/01/15/001932581.shtml,吴美莲-五朵金花-中安在线-徽文化,,," 1.68米的高挑个头，纤纤苗条的轻盈身材，一打眼就给人水灵秀丽的印象，出生在
南宁的吴美莲是典型的江南美女。而吴美莲在介绍自己的时候则 ",,,
2008-7-9,中安在线,,http://cul.anhuinews.com/system/2008/07/09/002060308.shtml,“徽州三雕”出新品徽文化放光彩-徽州三雕-中安在线-徽文化,,," 一名工匠在加工“黄山玉雕”工艺品（7月8日摄）。 具有徽派风格的木雕、砖雕、石雕
简称“徽州三雕”，是古代徽州地区明清建筑的装饰性雕刻。近年来， ",,,
2008-1-15,中安在线,,http://cul.anhuinews.com/system/2008/01/15/001932578.shtml,蒋建国-蒋建国-中安在线-徽文化,,," 国家一级演员，中共十六大代表、安徽省戏剧家协会副主席、优秀专家，享受国务院
颁发的特殊津贴，毕业于安徽省艺术学校。曾在舞台剧《龙女》中 ",,,
2008-6-30,中安在线,,http://cul.anhuinews.com/system/2008/06/30/002052343.shtml,徽文化的思想使者——赵焰-赵焰-中安在线-徽文化,,, 徽文化的思想使者——赵焰. ,,,
2016-2-1,中安在线,,http://cul.anhuinews.com/system/2016/02/01/007202148.shtml,传百年家风弘徽商大义徽文化频道中安在线,,," 安徽历史悠久，人文荟萃。千百年来矻矻以求的古徽州人，以坚忍不拔、吃苦耐劳的徽
骆驼精神，创造了雄厚的徽商业绩、独特的徽商文化。徽商的 ",,,
2008-1-15,中安在线,,http://cul.anhuinews.com/system/2008/01/15/001932679.shtml,徽学百家——朱升-朱升-中安在线-徽文化,,, 徽文化＞＞徽学＞＞徽学百家 编辑信箱：nuonuo180@sina.com ,,,
2016-1-4,中安在线,,http://cul.anhuinews.com/system/2016/01/04/007160354.shtml,符离集烧鸡：一道穿越历史的美食徽文化频道中安在线,,," 由宿州城区向北约20里，即到符离镇。你或许没有听说过这个小镇，但你一定听说过“
符离集烧鸡”。 从朝中贡品，到省级非遗；从入选“中国名菜谱”，到 ",,,
2008-1-15,中安在线,,http://cul.anhuinews.com/system/2008/01/15/001932675.shtml,徽学百家——俞正燮-俞正燮-中安在线-徽文化,,," (1775-1840)清代著名学者。字理初。黟县人，俞正燮昌年跟随父亲在江苏句容县读书
，由于他天赋极高、学习和写作又十分勤奋，因而年方弱冠，就 ",,,
2016-1-25,中安在线,,http://cul.anhuinews.com/system/2016/01/25/007192356.shtml,“说唱人生”写精彩徽文化频道中安在线,,," 冬日晌午，在亳州市谯城区双沟镇柴楼村，60岁的柴治国老人正敲着大鼓给观众唱
曲子，洪亮的嗓音、清脆的鼓声加上诙谐的唱词，让场下观众掌声 ",,,
2016-3-10,中安在线,,http://cul.anhuinews.com/system/2016/03/10/007256006.shtml,安徽民歌分六种五类（图） 中安在线-徽文化频道,,," 安徽省地处华东腹地，历史上是南北交通要冲，许多历史事件发生于此。如大禹曾在
涂山(今怀远县)治水，秦末农民起义的起源地在宿县，著名的淝水 ",,,
2009-1-6,中安在线,,http://cul.anhuinews.com/system/2009/01/06/002187329.shtml,徽州药铺同德仁-徽州-中安在线-徽文化,,, 徽州药铺同德仁. ,,,
2017-1-23,中安在线,,http://cul.anhuinews.com/system/2017/01/23/007551531.shtml,徽戏在中国戏曲史上的地位中安在线-徽文化频道,,, 您当前的位置： 徽文化 ＞ 安徽戏剧 ＞ 剧种大观 ,,,
2016-12-21,中安在线,,http://cul.anhuinews.com/system/2016/12/21/007531512.shtml,钟少华让臭鳜鱼香飘四方中安在线-徽文化频道,,," 钟少华是地道的徽菜厨师。他从紫云餐厅起步，在餐饮行业摸打滚爬近30年，尤其
精通臭鳜鱼的腌制和烹饪，成为市级非物质文化遗产徽菜项目代表 ",,,
2017-1-26,中安在线,,http://cul.anhuinews.com/system/2017/01/26/007553824_01.shtml,“老合肥”带您回忆“老餐饮” 中安在线-徽文化频道,,," 七十年代的合肥乃至整个安徽的餐饮行业也开始注重对人才的培养。1972年先是
合肥市饮食服务公司办了一期培训班，地点在庐州饭店。此次培训班 ",,,
2016-7-6,中安在线,,http://cul.anhuinews.com/system/2016/07/06/007402396.shtml,中安在线－徽文化,,," 本文仅对徽州地面尚存的“古建三绝”(祠堂、民居、牌坊)之一的祠堂做个综合考察，并
以潜口金紫祠为例作出具体的文化考量。我们能从徽州文化这一 ",,,
2016-9-27,中安在线,,http://cul.anhuinews.com/system/2016/09/27/007471181.shtml,徽剧，中国第一戏之母中安在线-徽文化频道,,," 京剧是中国艺术国粹，列中国戏曲三鼎甲“榜首”，号称中国第一戏。而诞生于徽州的徽
剧，则是“中国第一戏之母”。 徽剧之所以具有“中国第一戏之母”的 ",,,
2008-10-14,中安在线,,http://cul.anhuinews.com/system/2008/10/14/002135665.shtml,古井冠名“小梅花” 徽文化频道中安在线,,," 昨天，在省内外享有盛誉的黄梅戏“小梅花”剧团被古井集团正式冠名，这标志着古井
贡酒和黄梅戏两大安徽地方名片开始携手共推我省文化软实力 ",,,
2016-1-15,中安在线,,http://cul.anhuinews.com/system/2016/01/15/007178486.shtml,《中华武术文化系列丛书》在合肥发布徽文化频道中安在线,,," 2016年1月13日晚，以安徽中医药大学张斌老师为主创人员的《中华文书文化系列
丛书》在合肥发布，海灯法师武馆馆长、中国书法院副主席、书法家 ",,,
2016-7-19,中安在线,,http://cul.anhuinews.com/system/2016/07/19/007413454.shtml,暑期“非遗”小课堂上学技艺中安在线-徽文化频道,,," 7月15日，学生跟老艺人马家轩学习制作面塑。当日，安徽合肥市科企社区暑期“非遗”
小课堂开班，邀请民间艺人向孩子们传授技艺，丰富孩子们的 ",,,
2016-1-22,中安在线,,http://cul.anhuinews.com/system/2016/01/22/007190189.shtml,东至茶文化拾萃（一） 徽文化频道中安在线,,," 茶是文化的载体，东至县植茶历史悠久，茶文化丰富多彩，源远流长。 据冯胜祥《东至
茶说》一书的记载和考证，“建德当天下水陆之会，又吴楚皖浙之 ",,,
2016-1-26,中安在线,,http://cul.anhuinews.com/system/2016/01/26/007194821.shtml,徽雕四绝：三分精美七分雅致徽文化频道中安在线,,," 徽州位于皖、浙、赣三省交界安徽省一侧。明、清时，这里盛产竹、木、茶和文房四宝，
天然风光异常秀丽，经济、文化非常发达，万历年间著名的戏曲家 ",,,
2016-1-12,中安在线,,http://cul.anhuinews.com/system/2016/01/12/007173136.shtml,国家级非物质文化遗产:徽剧徽文化频道中安在线,,," 明末清初，徽戏形成于安庆石牌、枞阳、桐城一带，其基础是青阳腔、昆山腔和俗曲。 
嘉靖年间，青阳腔即已兴起。外来的昆山腔在徽州地方和安庆形成 ",,,
2016-1-28,中安在线,,http://cul.anhuinews.com/system/2016/01/28/007197783.shtml,祁门的红茶与绿树徽文化频道中安在线,,," 祁门红茶给祁门县带来名气，也给这座城市增添一抹“红色”。 为了却心中的祁门红茶
情结，周末我与好友相约一起前往祁门。车从江苏驶入黄山市界， ",,,
2008-1-16,中安在线,,http://cul.anhuinews.com/system/2008/01/16/001933380.shtml,自成一格的徽派文化-徽文化-中安在线-徽文化,,," 日前，黄山屯溪世纪广场人山人海，灯火辉煌，黄山国际旅游节暨徽文化节期间，黄山
人民和游客共同观赏古城歙县民俗表演徽州童鼓和花灯舞，欣赏 ",,,
2008-1-15,中安在线,,http://cul.anhuinews.com/system/2008/01/15/001932656.shtml,现代画坛的一代宗师     黄宾虹徽文化频道中安在线,,," 在现代美术界有“北齐南黄”之说。北齐指的就是以画虾闻名一代大师的齐白石，南黄
指的就是著名山水画家和绘画理论家黄宾虹了。由此可见黄宾虹 ",,,
2016-1-28,中安在线,,http://cul.anhuinews.com/system/2016/01/28/007197772.shtml,三河古镇正式晋升国家5A级景区徽文化频道中安在线,,," 1月18日，“三河古镇晋升国家5A级景区暨肥西旅游宣传推广新闻发布会”在三河古镇
景区召开。据悉，此次发布会由合肥市委宣传部、市旅游局主办， ",,,
2016-1-13,中安在线,,http://cul.anhuinews.com/system/2016/01/13/007175230.shtml,国家级非物质文化遗产:徽墨制作技艺徽文化频道中安在线,,," 申报单位：宣城市绩溪县、黄山市歙县、黄山市屯溪区. 制墨是我国一项历史悠久的
传统工艺，是我国书画艺术的一个重要组成部分。徽墨是我国制墨 ",,,
2016-5-16,中安在线,,http://cul.anhuinews.com/system/2016/05/16/007346040.shtml,安徽传统文化打出“创新”牌(图) 中安在线-徽文化频道,,," 以传统精品文化为里子，创新创意为面子，文创商品也能成为爆款。在2016年深圳
文博会现场，不论是从传统文化衍生出的特色工艺品，还是从科技 ",,,
