url,title,segment,target,source
http://www.360doc.com/content/11/1007/20/700052_154127426.shtml,《徽州文化》解说词*第十七集不朽丹青（上）,"《 徽州 文化 》 解说词 * 第十七 集 不朽 丹青 （ 上 ）
",1,cse
http://www.360doc.com/content/16/0828/17/36099955_586562373.shtml,丁昌盛、马悦凯访问安徽省黄梅戏艺术中心,"丁 昌盛 、 马 悦凯 访问 安徽省 黄梅戏 艺术 中心
",1,cse
http://www.360doc.com/content/11/1007/20/700052_154125483.shtml,《徽州文化》解说词*第十三集书院春秋,"《 徽州 文化 》 解说词 * 第十三 集 书院 春秋
",1,cse
http://www.360doc.com/content/11/1007/19/700052_154119984.shtml,《徽州文化》解说词*第二集神奇山水简介,"《 徽州 文化 》 解说词 * 第二 集 神奇 山水 简介
",1,cse
http://www.360doc.com/content/15/0520/08/19519242_471863937.shtml,古代大型砚台,"古代 大型 砚台
",1,cse
http://www.360doc.com/content/13/0311/08/1630322_270708018.shtml,中国民间美术非物质文化遗产35——徽州三雕,"中国 民间 美术 非物质 文化 遗产 35—— 徽州 三 雕
",1,cse
http://www.360doc.com/content/16/0325/09/3545243_545067875.shtml,徽州的居所,"徽州 的 居所
",1,cse
http://www.360doc.com/content/11/1007/20/700052_154127051.shtml,《徽州文化》解说词*第十六集智慧之光,"《 徽州 文化 》 解说词 * 第十六 集 智慧 之 光
",1,cse
http://www.360doc.com/content/11/1007/20/700052_154125061.shtml,《徽州文化》解说词*第十二集教育启蒙,"《 徽州 文化 》 解说词 * 第十二 集 教育 启蒙
",1,cse
http://www.360doc.com/content/16/0415/17/9423541_550896717.shtml,隽妙无比的徽派建筑,"隽 妙 无比的 徽派 建筑
",1,cse
http://www.360doc.com/content/14/0810/21/8484361_400888788.shtml,视频: 徽州文化园最新宣传片,"视频 : 徽州 文化园 最新 宣传 片
",1,cse
http://www.360doc.com/content/07/0708/20/19147_600557.shtml,安徽休宁——中国第一状元县,"安徽 休宁 —— 中国 第一 状元 县
",1,cse
http://www.360doc.com/content/16/0926/10/32712951_593706753.shtml,徽派乐园合肥开业,"徽派 乐园 合肥 开业
",1,cse
http://www.360doc.com/content/16/0510/08/13192177_557749240.shtml,安徽的国家级历史文化名城,"安徽 的 国家级 历史 文化 名城
",1,cse
http://www.360doc.com/content/14/0825/10/5299136_404443138.shtml,中国黄山，最经典的旅游线路(家庭亲子游),"中国 黄山 ， 最 经典 的 旅游 线路 ( 家庭 亲子游 )
",1,cse
http://www.360doc.com/content/16/0814/22/32677966_583250871.shtml,合福高铁——最美高铁线“精品”旅游线路先体验,"合福 高铁 —— 最 美 高 铁线 “ 精品 ” 旅游 线路 先 体验
",1,cse
http://www.360doc.com/content/14/0629/01/17488626_390630265.shtml,[转载] 徽州文化是越文化吗？,"[ 转载 ] 徽州 文化 是 越 文化 吗 ？
",1,cse
http://www.360doc.com/content/11/1104/10/7705659_161574407.shtml,胡锦涛与江泽民不平凡的平民领袖（03）,"胡 锦涛 与 江 泽民 不 平凡 的 平民 领袖 （ 03 ）
",1,cse
http://www.360doc.com/content/16/0813/15/19083799_582952827.shtml,徽州导游词,"徽州 导游 词
",1,cse
http://www.360doc.com/content/13/0712/11/2556131_299371191.shtml,历史名城徽州,"历史 名城 徽州
",1,cse
http://www.360doc.com/content/16/0813/13/19083799_582924641.shtml,徽州女人导游词,"徽州 女人 导游 词
",1,cse
http://www.360doc.com/content/14/1210/10/18139840_431715106.shtml,安徽的个人简历曝光，安徽人必看！,"安徽 的 个人 简历 曝光 ， 安徽 人 必 看 ！
",1,cse
http://www.360doc.com/content/16/0928/11/29931466_594337669.shtml,第二座万达城开业从南昌到合肥王健林的文旅IP升级了,"第二 座 万 达 城 开业 从 南昌 到 合肥 王 健 林 的 文 旅 I P 升级 了
",1,cse
http://www.360doc.com/content/15/0614/06/16823049_477973098.shtml,传统图徽对当代标志本土设计理念的启示,"传统 图 徽 对 当代 标志 本土 设计 理念 的 启示
",1,cse
http://www.360doc.com/content/14/1229/18/18892371_436683189.shtml,黄山市古徽州文化旅游区旅游专线开通,"黄山市 古 徽州 文化 旅游区 旅游 专线 开通
",1,cse
http://www.360doc.com/content/16/0812/10/4958641_582652276.shtml,那些历史那些乡愁：地名演变文化之脉不能断,"那些 历史 那些 乡愁 ： 地名 演变 文化 之 脉 不 能 断
",1,cse
http://www.360doc.com/content/16/1117/20/1189884_607367018.shtml,中国保存最完好的四大古城之一黄山徽州古城旅游攻略,"中国 保存 最 完好 的 四 大 古城 之一 黄山 徽州 古城 旅游 攻略
",1,cse
http://www.360doc.com/content/14/0610/16/13381122_385430589.shtml,【游记】国庆出游之《歙县鲍家花园》,"【 游记 】 国庆 出游 之 《 歙县 鲍 家 花园 》
",1,cse
http://www.360doc.com/relevant/161574407_more.shtml,胡锦涛与江泽民不平凡的平民领袖（03）--相关文章,"胡 锦涛 与 江 泽民 不 平凡 的 平民 领袖 （ 03）-- 相关 文章
",1,cse
http://www.360doc.com/content/16/1015/08/28672832_598545228.shtml,秋冬季节游黄山必去的地方,"秋 冬 季节 游 黄山 必 去 的 地方
",1,cse
http://www.360doc.com/content/16/0528/17/30569978_563048220.shtml,天上徽州,"天上 徽州
",1,cse
http://www.360doc.com/relevant/473267356_more.shtml,石与刀的碰撞：凝固徽文化符号的徽州石雕--相关文章,"石 与 刀 的 碰撞 ： 凝固 徽 文化 符号 的 徽州 石雕-- 相关 文章
",1,cse
http://www.360doc.com/content/13/1219/08/8826950_338311295.shtml,在屯溪感受徽文化,"在 屯溪 感受 徽 文化
",1,cse
http://www.360doc.com/content/11/1027/09/720729_159517852.shtml,徽州文化介绍,"徽州 文化 介绍
",1,cse
http://www.360doc.com/content/13/0904/12/498756_312135037.shtml,徽州文化博物馆,"徽州 文化 博物馆
",1,cse
http://www.360doc.com/content/14/1226/15/18892371_435934473.shtml,黄山古徽州文化旅游区3,"黄山 古 徽州 文化 旅游区 3
",1,cse
http://www.360doc.com/content/14/1230/18/18892371_436930570.shtml,徽文化乡村深度体验二日游,"徽 文化 乡村 深度 体验 二日 游
",1,cse
http://www.360doc.com/content/14/1019/07/8826950_418061998.shtml,璀璨的徽州文化,"璀璨 的 徽州 文化
",1,cse
http://www.360doc.com/relevant/581737708_more.shtml,国家最新AAAAA级景区——徽州文化园--相关文章,"国家 最新 A A A A A 级 景区 —— 徽州 文化园 -- 相关 文章
",1,cse
http://www.360doc.com/relevant/466966129_more.shtml,了解徽州文化nubia星空之约华东站开启--相关文章,"了解 徽州 文化 n u b i a 星空 之 约 华东 站 开启 -- 相关 文章
",1,cse
http://www.360doc.com/content/14/1202/07/14453044_429740873.shtml,安徽5A景区新宠儿 - 古徽州文化旅游区,"安徽 5 A 景区 新 宠儿 - 古 徽州 文化 旅游区
",1,cse
http://www.360doc.com/relevant/597802057_more.shtml,婺源为徽州文化的发祥地--相关文章,"婺源 为 徽州 文化 的 发祥地 -- 相关 文章
",1,cse
http://www.360doc.com/content/11/1007/20/700052_154128378.shtml,《徽州文化》解说词*第十九集纵横徽商（上）,"《 徽州 文化 》 解说词 * 第十九 集 纵横 徽商 （ 上 ）
",1,cse
http://www.360doc.com/content/14/1226/15/18892371_435938933.shtml,黄山古徽州文化旅游区10-----黄山宏村清和月客栈,"黄山 古 徽州 文化 旅游区 10----- 黄山 宏村 清 和 月 客栈
",1,cse
http://www.360doc.com/content/13/0507/07/8484361_283530393.shtml,视频: 【徽州文化】纵横徽商(上下),"视频 : 【 徽州 文化 】 纵横 徽商 ( 上下 )
",1,cse
http://www.360doc.com/content/13/1130/15/137012_333419275.shtml,品读徽州民居窥视徽州文化,"品读 徽州 民居 窥视 徽州 文化
",1,cse
http://www.360doc.com/content/16/1204/07/21195092_611704825.shtml,央视首播:人间仙景,"央视 首播 : 人间 仙景
",1,cse
http://www.360doc.com/content/13/0507/07/8484361_283529889.shtml,视频: 【徽州文化】教育启蒙,"视频 : 【 徽州 文化 】 教育 启蒙
",1,cse
http://www.360doc.com/content/11/1007/20/700052_154127938.shtml,《徽州文化》解说词*第十八集不朽丹青（下）,"《 徽州 文化 》 解说词 * 第十八 集 不朽 丹青 （ 下 ）
",1,cse
http://www.360doc.com/content/13/0507/07/8484361_283529810.shtml,视频: 【徽州文化】不朽丹青（上下）,"视频 : 【 徽州 文化 】 不朽 丹青 （ 上下 ）
",1,cse
http://www.360doc.com/content/13/0507/07/8484361_283528585.shtml,视频: 【徽州文化】村落风水,"视频 : 【 徽州 文化 】 村落 风水
",1,cse
http://www.360doc.com/content/16/0414/15/16377250_550571923.shtml,被人民日报点名“复名徽州” 安徽黄山官方回应|徽州|徽州地区,"被 人民日报 点名 “ 复 名 徽州 ” 安徽 黄山 官方 回应 |徽州 | 徽州 地区
",1,cse
http://www.360doc.com/content/14/1226/15/18892371_435940035.shtml,黄山古徽州文化旅游区13-----宏村南湖倚湖绿苑客栈,"黄山 古 徽州 文化 旅游区 13----- 宏村 南湖 倚 湖 绿 苑 客栈
",1,cse
http://www.360doc.com/content/15/0711/20/2369606_484289771.shtml,一生痴绝处，无梦到徽州,"一生 痴 绝 处 ， 无梦 到 徽州
",1,cse
http://www.360doc.com/content/16/0422/22/4723480_552971851.shtml,地名之争再发酵学者：把婺源还给安徽,"地名 之 争 再 发酵 学者 ： 把 婺源 还 给 安徽
",1,cse
http://www.360doc.com/content/16/0512/16/5896561_558535781.shtml,新安江文脉拓徽州,"新安江 文脉 拓 徽州
",1,cse
http://www.517huizhou.com/forum.php?gid=43,徽州文化- 徽州大论坛-,"徽州 文化 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/hnews/bencandy-htm-fid-55-id-971.html,徽州年俗- 徽州文化---徽州人的精神家园,"徽州 年 俗 - 徽州 文化 --- 徽州 人 的 精神 家园
",1,cse
http://www.517huizhou.com/forum.php?mod=viewthread&tid=94954,【3月26日】2017黄山徽州马拉松报名启动- 活动召集- 徽州大论坛-,"【 3月 26日 】 2017 黄山 徽州 马拉松 报名 启动 - 活动 召集 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=95,徽州微访谈- 徽州大论坛-,"徽州 微 访谈 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=94,求职招聘- 徽州大论坛-,"求职 招聘 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=54,吃在徽州- 徽州大论坛-,"吃 在 徽州 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=31,逍遥户外- 第31页- 徽州大论坛-,"逍遥 户外 - 第31 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=136,张金古道乡村越野跑山赛专版- 徽州大论坛-,"张 金 古道 乡村 越野跑 山 赛 专版 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=44,摄影沙龙- 徽州大论坛-,"摄影 沙龙 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=37,徽州民生今日: 2 |主题: 2961|排名,"徽州 民生 今日 : 2| 主题 : 2961| 排名
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=6,逍遥户外- 第6页- 徽州大论坛-,"逍遥 户外 - 第6 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=55,跳蚤市场- 徽州大论坛-,"跳蚤市场 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=82,菜鸟天地- 徽州大论坛-,"菜 鸟 天地 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=132,2016新春盛典- 徽州大论坛-,"2016 新春 盛典 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=36,新安茶馆- 徽州大论坛-,"新安 茶馆 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=65,运动与健康- 徽州大论坛-,"运动 与 健康 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=102&page=2,走进徽州区- 第2页- 徽州大论坛-,"走 进 徽州区 - 第2页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=59,快乐垂钓- 徽州大论坛-,"快乐 垂钓 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=139,新春盛典- 徽州大论坛-,"新春 盛典 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=119,黄山汽车- 徽州大论坛-,"黄山 汽车 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=41&page=5,徽州百村- 第5页- 徽州大论坛-,"徽州 百 村-第5页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=89&page=3,房屋租赁- 第3页- 徽州大论坛-,"房屋 租赁 - 第3页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=7,逍遥户外- 第7页- 徽州大论坛-,"逍遥 户外 - 第7页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=8,逍遥户外- 第8页- 徽州大论坛-,"逍遥 户外 - 第8页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=68,活动召集- 徽州大论坛-,"活动 召集 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=41&page=9,徽州百村- 第9页- 徽州大论坛-,"徽州 百 村-第9页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=5,逍遥户外- 第5页- 徽州大论坛-,"逍遥 户外 - 第5页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=10,逍遥户外- 第10页- 徽州大论坛-,"逍遥 户外 - 第10 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=83,徽州房产- 徽州大论坛-,"徽州 房产 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=68&page=9,活动召集- 第9页- 徽州大论坛-,"活动 召集 -第9页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=36&page=10,新安茶馆- 第10页- 徽州大论坛-,"新安 茶馆 - 第10 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=135,老土说徽州- 徽州大论坛-,"老土 说 徽州 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=14,逍遥户外- 第14页- 徽州大论坛-,"逍遥 户外 - 第14 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=45,音像天地- 徽州大论坛-,"音像 天地 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=51,公告建议- 徽州大论坛-,"公告 建议 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=13,逍遥户外- 第13页- 徽州大论坛-,"逍遥 户外 - 第13 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=36&page=42,新安茶馆- 第42页- 徽州大论坛-,"新安 茶馆 - 第42 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=40&page=11,逍遥户外- 第11页- 徽州大论坛-,"逍遥 户外 - 第11 页 - 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=37&page=4,徽州民生- 第4页- 徽州大论坛-,"徽州 民生 - 第4页- 徽州 大论 坛 -
",1,cse
http://www.517huizhou.com/forum.php?mod=forumdisplay&fid=44&page=53,摄影沙龙- 第53页- 徽州大论坛-,"摄影 沙龙 -第53 页 - 徽州 大论 坛 -
",1,cse
