url,title,segment,target,source
http://cul.anhuinews.com/system/2010/04/12/002796614.shtml,7、不要以为“干好了就不是人”-老M神侃-中安在线-徽文化,"7 、 不要 以为 “ 干 好 了 就 不 是 人 ” - 老M 神侃 -
",0,solr
http://cul.anhuinews.com/system/2010/04/16/002810379.shtml,70、歪瓜裂枣与冰糖葫芦-老M神侃-中安在线-徽文化,"70 、 歪 瓜 裂 枣 与 冰糖葫芦 - 老M 神侃 -
",0,solr
http://cul.anhuinews.com/system/2010/04/16/002810407.shtml,57、熬出头的媳妇会当婆？-老M神侃-中安在线-徽文化,"57 、 熬出头 的 媳妇 会当婆 ？ - 老M 神侃 -
",0,solr
http://cul.anhuinews.com/system/2010/04/16/002810440.shtml,54、摇橹的与背纤的-老M神侃-中安在线-徽文化,"54 、 摇橹 的 与 背纤的-老M 神侃 -
",0,solr
http://cul.anhuinews.com/system/2010/05/25/002996665.shtml,谱写中国农民工奋斗史诗 见证底层人物创业历程-农民工-中安在线-徽文化,"谱写 中国 农民工 奋斗史 诗 见证 底层 人物 创业 历程 - 农民工 -
",0,solr
http://cul.anhuinews.com/system/2010/11/17/003469618.shtml,赖少其艺术馆入选《中国美术馆概览》-美术馆-中安在线-徽文化,"赖 少 其 艺术馆 入选 《 中国 美术馆 概览 》 - 美术馆 -
",0,solr
http://cul.anhuinews.com/system/2011/01/22/003693773.shtml,《牛郎织女》精彩剧照--中安在线-徽文化,"《 牛郎织女 》 精彩 剧照 --
",0,solr
http://cul.anhuinews.com/system/2011/01/31/003720536.shtml,3D黄梅《牛郎织女》贺新年-牛郎织女-中安在线-徽文化,"3 D 黄梅 《 牛郎织女 》 贺 新年 - 牛郎织女 -
",0,solr
http://cul.anhuinews.com/system/2011/03/30/003892165.shtml,安师大将立孔子铜像-孔子-中安在线-徽文化,"安 师大 将 立 孔子 铜像 - 孔子 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004005848.shtml,老师徐竟高-苏北-中安在线-徽文化,"老师 徐 竟高 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004005906.shtml,童年零碎-苏北-中安在线-徽文化,"童年 零碎 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006011.shtml,贺大丫头-苏北-中安在线-徽文化,"贺 大 丫头 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006039.shtml,我为什么写《一“汪”情深：回忆汪曾祺先生》-苏北-中安在线-徽文化,"我 为什么 写 《 一 “ 汪 ” 情 深 ： 回忆 汪 曾祺 先生 》 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006231.shtml,听沈从文说话-苏北-中安在线-徽文化,"听 沈从文 说话 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006301.shtml,一、从夜访说起-苏北-中安在线-徽文化,"一 、 从 夜访 说 起 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006440.shtml,涌动的泪-苏北-中安在线-徽文化,"涌动 的 泪 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006502.shtml,蛇-苏北-中安在线-徽文化,"蛇 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006529.shtml,车子、孩子、妻子和娘-苏北-中安在线-徽文化,"车子 、 孩子 、 妻子 和 娘 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006539.shtml,我的金银花-苏北-中安在线-徽文化,"我 的 金银花 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006573.shtml,精灵般的短信-苏北-中安在线-徽文化,"精灵 般的 短 信 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006878.shtml,刮鱼鳞的小姑娘-苏北-中安在线-徽文化,"刮 鱼鳞 的 小姑娘 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006879.shtml,美丽-苏北-中安在线-徽文化,"美丽 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/05/04/004006880.shtml,农林口-苏北-中安在线-徽文化,"农林口 - 苏北 -
",0,solr
http://cul.anhuinews.com/system/2011/09/05/004402234.shtml,汪南兵和他的小楷《心经》--中安在线-徽文化,"汪 南 兵 和 他 的 小楷 《 心经 》 --
",0,solr
http://cul.anhuinews.com/system/2011/10/25/004505416.shtml,安意如周末来肥签售-安意如-中安在线-徽文化,"安 意如 周末 来 肥 签 售 - 安 意如-
",0,solr
http://cul.anhuinews.com/system/2011/11/15/004571707.shtml,文化交流“徽”文章-徽-中安在线-徽文化,"文化 交流 “ 徽 ” 文章 - 徽 -
",1,solr
http://cul.anhuinews.com/system/2011/11/22/004588984.shtml,安徽召开程长庚诞辰200周年座谈会-座谈会-中安在线-徽文化,"安徽 召开 程 长庚 诞辰 200 周年 座谈会 - 座谈会 -
",0,solr
http://cul.anhuinews.com/system/2012/09/18/005220893.shtml,苦瓜人生-人生-中安在线-徽文化,"苦瓜 人生 - 人生 -
",0,solr
http://cul.anhuinews.com/system/2012/09/27/005238808.shtml,亚明欧亚风情写生展即将举行--中安在线-徽文化,"亚明 欧 亚 风情 写生 展 即将 举行 --
",0,solr
http://cul.anhuinews.com/system/2012/10/16/005259884.shtml,2012全国黄梅戏广播大赛上海开赛-黄梅戏-中安在线-徽文化,"2012 全国 黄梅戏 广播 大赛 上海 开赛 - 黄梅戏 -
",0,solr
http://cul.anhuinews.com/system/2012/12/13/005362988.shtml,长36米巨幅新徽派版画“黄山”将亮相新桥机场出港大厅-版画-中安在线-徽文化,"长 36 米 巨幅 新 徽派 版画 “ 黄山 ” 将 亮相 新桥 机场 出港 大厅 - 版画 -
",0,solr
http://cul.anhuinews.com/system/2013/03/22/005547138.shtml,祖父陈启业-祖父-中安在线-徽文化,"祖父 陈 启业 - 祖父 -
",0,solr
http://cul.anhuinews.com/system/2013/04/01/005564378.shtml,永远的思念――记安徽省委宣传部原副部长、文联主席沈培新二三事-思念-中安在线-徽文化,"永远 的 思念 ―― 记 安徽 省委 宣传部 原 副 部长 、 文联 主席 沈 培新 二三 事 - 思念 -
",0,solr
http://cul.anhuinews.com/system/2013/05/30/005692481.shtml,安徽首家大规模民营艺术馆开馆-艺术馆-中安在线-徽文化,"安徽 首 家 大规模 民营 艺术馆 开馆 - 艺术馆 -
",0,solr
http://cul.anhuinews.com/system/2013/06/08/005752887.shtml,我省第八个中国文化遗产日主场城市活动在太湖县举行-文化遗产-中安在线-徽文化,"我省 第八 个 中国 文化 遗产 日 主场 城市 活动 在 太湖县 举行 - 文化 遗产 -
",0,solr
http://cul.anhuinews.com/system/2013/11/19/006211510.shtml,走进博物馆 留住最美的秋天童话记忆-博物馆-中安在线-徽文化,"走 进 博物馆 留住 最 美 的 秋天 童话 记忆 - 博物馆 -
",0,solr
http://cul.anhuinews.com/system/2013/12/04/006225928.shtml,"安徽省非物质文化遗产凤阳凤画合肥展举行-非物质文化遗产,凤阳凤画,民间艺术-中安在线-徽文化","安徽省 非物质 文化 遗产 凤阳 凤 画 合肥 展 举行 - 非物质 文化 遗产 , 凤阳 凤 画 , 民间艺术 -
",0,solr
http://cul.anhuinews.com/system/2013/12/05/006227321.shtml,"花山剪纸名列安徽省第四批非遗名录-花山剪纸,非遗名录,非物质文化遗产-中安在线-徽文化","花 山 剪纸 名列 安徽省 第四 批 非 遗 名录 - 花 山 剪纸 , 非 遗 名录 , 非物质 文化 遗产 -
",0,solr
http://cul.anhuinews.com/system/2013/12/19/006239906.shtml,"徽墨-徽墨,“文房四宝”,古徽州府,-中安在线-徽文化","徽墨 - 徽墨 , “ 文房四宝 ” , 古 徽 州府 , -
",1,solr
http://cul.anhuinews.com/system/2013/12/24/006243916.shtml,"徽州古道之--江南第一关-“江南第一关”,徽杭古道,清凉峰-中安在线-徽文化","徽州 古道之-- 江南 第一 关 - “ 江南 第一 关 ” , 徽 杭 古道 , 清凉 峰 -
",1,solr
http://cul.anhuinews.com/system/2013/12/30/006249658.shtml,"花山剪纸名列安徽省第四批非遗名录-花山剪纸,非遗名录,文化安徽-中安在线-徽文化","花 山 剪纸 名列 安徽省 第四 批 非 遗 名录 - 花 山 剪纸 , 非 遗 名录 , 文化 安徽 -
",1,solr
http://cul.anhuinews.com/system/2014/01/08/006264811.shtml,安徽黄梅戏剧院“天仙配大舞台”亮相合肥1912街区-徽文化-中安在线,"安徽 黄梅戏 剧院 “ 天仙 配 大 舞台 ” 亮相 合肥 1912 街区 -
",0,solr
http://cul.anhuinews.com/system/2014/01/27/006293326.shtml,徽州画坛中的名人扇面-徽文化-中安在线,"徽州 画坛 中 的 名人 扇面 -
",1,solr
http://cul.anhuinews.com/system/2014/02/07/006300235.shtml,黄山毛峰的采摘和制作工艺-徽文化-中安在线,"黄山毛峰 的 采摘 和 制作 工艺 -
",1,solr
http://cul.anhuinews.com/system/2014/02/18/006315501.shtml,歙县水竹坑：“火狮”古民俗“复活”-徽文化-中安在线,"歙县 水竹 坑 ： “ 火 狮 ” 古 民俗 “ 复活 ” -
",1,solr
http://cul.anhuinews.com/system/2014/03/05/006337091_01.shtml,勾魂摄魄泗州戏 徽文化频道 中安在线,"勾魂摄魄 泗州戏
",0,solr
http://cul.anhuinews.com/system/2014/04/17/006395382.shtml,徽州区民俗文物博物馆建成免费开放 徽文化频道 中安在线,"徽州区 民俗 文物 博物馆 建成 免费 开放
",1,solr
http://cul.anhuinews.com/system/2014/04/28/006410082.shtml,屯溪老街在建徽州特色美食馆 徽文化频道 中安在线,"屯溪 老街 在建 徽州 特色 美食 馆
",1,solr
http://cul.anhuinews.com/system/2014/05/12/006426949.shtml,宣笔：落纸惊风起 挥墨意纵横 徽文化频道 中安在线,"宣笔 ： 落 纸 惊风 起 挥 墨 意 纵横
",1,solr
http://cul.anhuinews.com/system/2014/05/13/006428551.shtml,休宁吴鲁衡罗盘荣获“百花奖”金奖 徽文化频道 中安在线,"休宁 吴 鲁衡 罗盘 荣获 “ 百花奖 ” 金奖
",1,solr
http://cul.anhuinews.com/system/2014/05/16/006433910.shtml,古迹保护：岳西县抢救性保护司空山古石刻 徽文化频道 中安在线,"古迹 保护 ： 岳西县 抢救性 保护 司空 山 古 石刻
",0,solr
http://cul.anhuinews.com/system/2014/05/21/006438540.shtml,潜山县用艺术形式宣传“三严三实” 徽文化频道 中安在线,"潜山县 用 艺术 形式 宣传 “ 三 严 三 实 ”
",0,solr
http://cul.anhuinews.com/system/2014/06/11/006454781.shtml,安徽文化遗产日主场活动开始 明去安大赏民间故事 徽文化频道 中安在线,"安徽 文化 遗产 日 主场 活动 开始 明 去 安 大 赏 民间 故事
",0,solr
http://cul.anhuinews.com/system/2014/06/25/006468507.shtml,皖北四市非遗传承人 齐聚蚌埠亮绝活 徽文化频道 中安在线,"皖北 四 市 非 遗 传承 人 齐 聚 蚌埠 亮 绝活
",0,solr
http://cul.anhuinews.com/system/2014/06/25/006468621.shtml,“鳜鱼”怎成了“桂鱼” 徽文化频道 中安在线,"“ 鳜鱼 ” 怎 成 了 “ 桂鱼 ”
",0,solr
http://cul.anhuinews.com/system/2014/06/25/006468632_01.shtml,曹集林：回味徽州古道 徽文化频道 中安在线,"曹 集林 ： 回味 徽州 古道
",1,solr
http://cul.anhuinews.com/system/2014/06/30/006472720_01.shtml,漫漫古皖道 徽文化频道 中安在线,"漫漫 古 皖道
",0,solr
http://www.ahage.net/history/list_1_3.html,地方专栏_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"地方 专栏
",0,solr
http://www.ahage.net/html/culpic/24217.html,龙年春节荻港居民喜迎电影《长江图》登岸拍摄_安徽文化网 www.ahage.net,"龙年 春节 荻 港 居民 喜迎 电影 《 长江 图 》 登岸 拍摄
",0,solr
http://www.ahage.net/html/culpic/24221_2.html,本站网友汪晓彬（不系之舟）钢笔画龙贺龙年（组图）(2)_安徽文化网 www.ahage.net,"本站 网友 汪 晓彬 （ 不 系 之 舟 ） 钢笔画 龙 贺 龙年 （ 组图 ） ( 2 )
",0,solr
http://www.ahage.net/html/culpic/24221_4.html,本站网友汪晓彬（不系之舟）钢笔画龙贺龙年（组图）(4)_安徽文化网 www.ahage.net,"本站 网友 汪 晓彬 （ 不 系 之 舟 ） 钢笔画 龙 贺 龙年 （ 组图 ） ( 4 )
",0,solr
http://www.ahage.net/html/culpic/29134_20.html,赤子心头的遥远歌谣——汪晓彬的古镇系列画(20)_安徽文化网 www.ahage.net,"赤子 心头 的 遥远 歌谣 —— 汪 晓彬 的 古镇 系列 画 ( 20 )
",0,solr
http://www.ahage.net/html/culpic/29134_4.html,赤子心头的遥远歌谣——汪晓彬的古镇系列画(4)_安徽文化网 www.ahage.net,"赤子 心头 的 遥远 歌谣 —— 汪 晓彬 的 古镇 系列 画 ( 4 )
",0,solr
http://www.ahage.net/html/culpic/29134_6.html,赤子心头的遥远歌谣——汪晓彬的古镇系列画(6)_安徽文化网 www.ahage.net,"赤子 心头 的 遥远 歌谣 —— 汪 晓彬 的 古镇 系列 画 ( 6 )
",0,solr
http://www.ahage.net/html/culpic/29134_8.html,赤子心头的遥远歌谣——汪晓彬的古镇系列画(8)_安徽文化网 www.ahage.net,"赤子 心头 的 遥远 歌谣 —— 汪 晓彬 的 古镇 系列 画 ( 8 )
",0,solr
http://www.ahage.net/html/shiping/26698.html,空谈误国，实干兴邦——学习习近平总书记讲话_我的网站,"空谈 误国 ， 实干 兴邦 —— 学习 习近平 总书记 讲话
",0,solr
http://www.ahage.net/html/shiping/27985.html,如何用先进文化引领美好乡村建设的几点思考_我的网站,"如何 用 先进 文化 引领 美好 乡村 建设 的 几 点 思考
",0,solr
http://www.ahage.net/html/shiping/31841_2.html,台儿庄大捷壮烈：无墙不饮弹 无土不沃血(2)_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"台儿庄 大捷 壮烈 ： 无 墙 不 饮弹 无土 不 沃 血 ( 2 )
",0,solr
http://www.ahage.net/html/shiping/31841_3.html,台儿庄大捷壮烈：无墙不饮弹 无土不沃血(3)_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"台儿庄 大捷 壮烈 ： 无 墙 不 饮弹 无土 不 沃 血 ( 3 )
",0,solr
http://www.ahage.net/html/tuijian/30087.html,彭玉麟处决李衙内_我的网站,"彭 玉麟 处决 李 衙内
",0,solr
http://www.ahage.net/huagudeng/13593.html,安徽花鼓灯女子教学视频（第一部分）_我的网站,"安徽 花鼓 灯 女子 教学 视频 （ 第一 部分 ）
",0,solr
http://www.ahage.net/huagudeng/14426.html,与凤阳花鼓终生相伴:凤阳花鼓传承人孙凤城_我的网站,"与 凤阳 花鼓 终生 相伴 : 凤阳 花鼓 传承 人 孙 凤城
",0,solr
http://www.ahage.net/huagudeng/18275.html,安徽花鼓灯发展的外部影响因素分析_我的网站,"安徽 花鼓 灯 发展 的 外部 影响 因素 分析
",0,solr
http://www.ahage.net/huagudeng/26287.html,冯国佩：从“小金莲”到大师_我的网站,"冯 国佩 ： 从 “ 小 金莲 ” 到 大师
",0,solr
http://www.ahage.net/huagudeng/4848.html,《鼓乡情韵》尽展花鼓灯锣鼓音乐魅力_我的网站,"《 鼓 乡 情韵 》 尽 展 花鼓 灯 锣鼓 音乐 魅力
",0,solr
http://www.ahage.net/huaibei/,地方专栏 / 淮北_我的网站,"地方 专栏 / 淮北
",0,solr
http://www.ahage.net/huainan/huainandangdaihui.html,淮南市委的历次党代表大会_我的网站,"淮南 市委 的 历次 党代表 大会
",0,solr
http://www.ahage.net/huangmei/18277.html,著名黄梅戏演员吴亚玲剧照图片（组图）_我的网站,"著名 黄梅戏 演员 吴 亚玲 剧照 图片 （ 组图 ）
",1,solr
http://www.ahage.net/huangmei/25896.html,黄梅戏精粹——卖杂货_我的网站,"黄梅戏 精粹 —— 卖 杂货
",0,solr
http://www.ahage.net/huangmei/26302.html,葛大权班：首个闯入岳西高腔领地的黄梅戏班_我的网站,"葛 大权 班 ： 首 个 闯入 岳西 高腔 领地 的 黄梅戏 班
",0,solr
http://www.ahage.net/huangmei/27009.html,黄梅剧《徽州往事》女主人公敍事抒情（三）：秋月_我的网站,"黄梅剧 《 徽州 往事 》 女 主人公 敍事 抒情 （ 三 ） ： 秋月
",0,solr
http://www.ahage.net/huangmei/27645.html,1963年黄梅戏电影《梁山伯与祝英台》_我的网站,"1963年 黄梅戏 电影 《 梁 山伯 与 祝 英台 》
",0,solr
http://www.ahage.net/huangmei/27647.html,黄梅戏三十六本大戏和七十二出小戏_我的网站,"黄梅戏 三十六 本 大戏 和 七十二 出 小戏
",0,solr
http://www.ahage.net/huangmei/27652.html,黄梅戏《三鼎甲》_我的网站,"黄梅戏 《 三 鼎 甲 》
",0,solr
http://www.ahage.net/huangshan/6945.html,休宁县城——海阳镇发展历史_我的网站,"休宁 县城 —— 海阳 镇 发展 历史
",1,solr
http://www.ahage.net/huicai/31429.html,老六安的特色美食你吃过吗?_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"老六 安 的 特色 美食 你 吃 过 吗 ?
",0,solr
http://www.ahage.net/huicai/31436.html,华夏神菜—安菜_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"华夏 神菜—安菜
",0,solr
http://www.ahage.net/huicai/31913.html,巢湖泥鳅挂面汤 水北为正宗_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"巢湖 泥鳅 挂面 汤水 北 为 正宗
",0,solr
http://www.ahage.net/huicai/31917.html,江淮美食 芜湖虾子面_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"江淮 美食 芜湖 虾子 面
",0,solr
http://www.ahage.net/huicai/32017.html,亳州药膳系列之一——药桂焖甲鱼_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"亳州 药膳 系列 之一 —— 药 桂 焖 甲鱼
",0,solr
http://www.ahage.net/huicai/list_12_11.html,旅游美食 / 特产美食_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"旅游 美食 / 特产 美食
",0,solr
http://www.ahage.net/huidiao/12145.html,徽州三雕传承人——王金生_我的网站,"徽州 三 雕 传承 人 —— 王 金生
",1,solr
http://www.ahage.net/huidiao/13991.html,新一代沉香木雕刻大师：郑尧锦_我的网站,"新 一 代 沉香木 雕刻 大师 ： 郑 尧锦
",1,solr
http://www.ahage.net/huidiao/27103.html,彭劲杰与木雕的二十年“不了情”_我的网站,"彭 劲杰 与 木雕 的 二十 年 “ 不 了 情 ”
",1,solr
http://www.ahage.net/huidiao/27924.html,钟馗造像与汪氏一门——谨以此文纪念一位徽州木雕老者_我的网站,"钟馗 造像 与 汪氏 一 门 —— 谨 以 此文 纪念 一 位 徽州 木雕 老者
",1,solr
http://www.ahage.net/huidiao/31386.html,岳西根雕_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"岳西 根雕
",1,solr
http://www.ahage.net/huidiao/5949.html,绩溪墨模雕刻_我的网站,"绩溪 墨 模 雕刻
",1,solr
http://www.ahage.net/huiju/579.html,徽剧和徽班_我的网站,"徽剧 和 徽班
",1,solr
http://www.ahage.net/huixue/11013.html,天宝初年李白奉诏入京地再考辨_我的网站,"天宝 初年 李白奉诏 入 京 地 再 考辨
",0,solr
http://www.ahage.net/huixue/21962.html,徽州民间文献与历史地理研究_我的网站,"徽州 民间 文献 与 历史 地理 研究
",1,solr
http://www.ahage.net/image/27352.html,岳西县首届灯饰灯谜一条街活动剪影_我的网站,"岳西县 首 届 灯饰 灯谜 一 条 街 活动 剪影
",0,solr
http://www.ahage.net/image/27354.html,3D黄梅戏《牛郎织女》剧照_我的网站,"3 D 黄梅戏 《 牛郎织女 》 剧照
",0,solr
http://www.ahage.net/image/28576.html,黄梅戏——榴花不开盼哥回_我的网站,"黄梅戏 —— 榴花 不 开 盼 哥回
",0,solr
http://www.ahage.net/jinxiandaimingren/27539.html,李琴舟_我的网站,"李 琴舟
",0,solr
http://www.ahage.net/jinxiandaimingren/list_61_10.html,古今人物 / 近现代人物_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"古今 人物 / 近 现代 人物
",0,solr
http://www.ahage.net/jiyi/30419.html,口述历史：一位女知青的两次“下放”_我的网站,"口述 历史 ： 一 位 女 知青 的 两 次 “ 下放 ”
",0,solr
http://www.ahage.net/jiyi/30700.html,档案中的古代科举考试：千年科举造就徽州尊师风俗_我的网站,"档案 中 的 古代 科举 考试 ： 千 年 科举 造就 徽州 尊师 风俗
",0,solr
http://www.ahage.net/jiyi/31413.html,回家帮父母“双抢”_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"回家 帮 父母 “ 双抢 ”
",0,solr
http://www.ahage.net/jiyi/32066.html,老物件玉米冲子_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"老 物件 玉米 冲子
",0,solr
http://www.ahage.net/luan/31521.html,皋陶五刑、五教、九德、九族_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"皋陶 五刑 、 五 教 、 九 德 、 九族
",0,solr
http://www.ahage.net/lunwen/23057.html,透过楹联看方汪二姓渊源——汪氏宗祠楹联释读_我的网站,"透过 楹联 看 方 汪 二 姓 渊源 —— 汪氏 宗祠 楹联 释 读
",1,solr
http://www.ahage.net/lunwen/23233.html,试论清中叶皖南富裕棚民的经营方式_我的网站,"试论 清 中叶 皖南 富裕 棚 民 的 经营 方式
",1,solr
http://www.ahage.net/lunwen/list_53_10.html,徽史纵览 / 徽史论文_我的网站,"徽 史 纵览 / 徽 史论 文
",1,solr
http://www.ahage.net/lvyou/12355.html,文武状元村——沈家边_我的网站,"文武 状元 村 —— 沈 家边
",0,solr
http://www.ahage.net/mingren/18726.html,休宁状元——吴潜_我的网站,"休宁 状元 —— 吴 潜
",1,solr
http://www.ahage.net/mingren/31294.html,张鹤：乡心一缕恁绵长_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"张 鹤 ： 乡 心 一 缕 恁绵长
",0,solr
http://www.ahage.net/mingren/31499.html,朱伟：让竹木雕刻放异彩_安徽文化网 | 安徽文化人的网上家园，网上最大的安徽历史文化资料中心 ahage.net,"朱伟 ： 让 竹木 雕刻 放 异彩
",1,solr
http://www.ahage.net/mingren/992.html,安徽状元知多少？历代安徽籍状元谱_我的网站,"安徽 状元 知 多少 ？ 历代 安徽籍 状元 谱
",0,solr
http://www.ahage.net/news/19104.html,省文化厅公示第三批省级非遗传承人名单_我的网站,"省 文化厅 公示 第三 批 省级 非 遗 传承 人 名单
",0,solr
http://www.ahage.net/news/21156.html,合肥市蜀山区文化局开展“缅怀先烈、重温誓词”活动_我的网站,"合肥市 蜀山 区 文化局 开展 “ 缅怀 先烈 、 重温 誓词 ” 活动
",0,solr
http://www.ahage.net/news/29355.html,凤阳文化又添新花——《中国·凤阳》正式出版发行_我的网站,"凤阳 文化 又 添 新 花 —— 《 中国 · 凤阳 》 正式 出版 发行
",0,solr
