url,title,segment,target
http://www.360doc.com/content/10/1127/19/686678_72944117.shtml,一部值得推荐的徽学新著,"一 部 值得 推荐 的 徽学 新著
",1
http://www.360doc.com/content/13/0308/08/2198695_270104851.shtml,中美海军主力军舰舰徽比拼 航母辽宁舰徽亮相,"中 美 海军 主力 军舰 舰 徽 比拼 航母 辽宁 舰 徽 亮相
",1
http://www.360doc.com/content/16/0311/08/7698960_541228847.shtml,百年徽派老宅，在设计师改造下涅槃重生,"百年 徽派 老宅 ， 在 设计师 改造 下 涅槃 重生
",1
http://www.360doc.com/content/12/0614/20/7864680_218176666.shtml,宣徽使，宣徽使,"宣 徽 使 ， 宣 徽使
",1
http://www.360doc.com/content/15/0128/17/18892371_444515915.shtml,安徽古村镇（27）徽城镇—许国石坊 ,"安徽 古 村 镇 （ 27 ） 徽 城镇 — 许 国石坊
",1
http://www.360doc.com/content/16/0604/11/10603700_564952262.shtml,徽州之“徽”或名自“徽城”,"徽州 之 “ 徽 ” 或 名 自 “ 徽 城 ”
",1
http://www.360doc.com/content/13/0719/22/7607720_301174592.shtml,徽宗朝的八道科举考试题------回首千年看两宋,"徽 宗 朝 的 八道 科举 考试 题 ------ 回首 千 年 看 两宋
",1
http://www.360doc.com/content/15/1031/22/24811_509753870.shtml,200年徽派古建筑因拆迁废弃 被运往美国重建,"200年 徽派 古建筑 因 拆迁 废弃 被 运往 美国 重建
",1
http://www.360doc.com/content/15/1012/21/27838199_505204504.shtml,徽派盆景,"徽派 盆景
",1
http://www.360doc.com/content/10/1127/20/686678_72948845.shtml,我的“徽学”情结,"我 的 “ 徽学 ” 情结
",1
http://www.360doc.com/content/15/0804/22/11548039_489537760.shtml,前徽宗时代与后徽宗时代,"前 徽 宗 时代 与 后 徽 宗 时代
",1
http://www.360doc.com/content/14/0519/07/1375631_378921776.shtml,修水工业园园徽标志征集揭晓及园徽标志释义,"修水 工业园 园 徽 标志 征集 揭晓 及 园 徽 标志 释义
",1
http://www.360doc.com/content/10/1207/12/3582828_75776066.shtml,魅力徽州之徽派盆景简述,"魅力 徽州 之 徽派 盆景 简述
",1
http://www.360doc.com/content/16/1120/12/38343074_607960221.shtml,徽融通诈骗案背后隐藏怎样的腐败问题—徽融通公司诈骗周勤得,"徽 融通 诈骗案 背后 隐藏 怎样 的 腐败 问题 — 徽 融通 公司 诈骗 周 勤得
",1
http://www.360doc.com/content/16/0824/10/16157222_585517053.shtml,厦门市委书记王蒙徽调任沈阳书记 曾维不再担任|王蒙徽,"厦门 市委 书记 王蒙 徽调 任 沈阳 书记 曾维 不再 担任 |王 蒙徽
",1
http://www.360doc.com/content/15/0314/16/15939992_455082937.shtml,炒的是心: 回复@徽杭股道: //@徽杭股道:回复@炒的... - 雪球,"炒 的 是 心 : 回复 @徽 杭 股 道 : //@ 徽 杭 股 道 : 回复 @炒 的 ... - 雪球
",1
http://www.360doc.com/content/16/0727/18/32596859_578809690.shtml,徽因之后，再无徽因：文字的触角，在你心上,"徽 因 之后 ， 再 无 徽 因 ： 文字 的 触角 ， 在 你 心上
",1
http://www.360doc.com/content/17/0113/17/28137261_622247700.shtml,中国海军兰州舰（170舰）舰徽设计|海军舰徽设计、军舰标志设计|上海亘一标志设计公司,"中国 海军 兰州 舰 （ 170 舰 ） 舰 徽 设计 |海 军舰 徽 设计 、 军舰 标志 设计 | 上海 亘一 标志 设计 公司
",1
http://www.360doc.com/content/12/0525/19/642066_213687298.shtml,秋天的徽园,"秋天 的 徽园
",1
http://www.360doc.com/content/16/1103/18/27503452_603694686.shtml,【中青户外 七彩徽南】11月19日-20日徽南扫黄——塔川缤纷红叶，水墨协里， ...,"【 中青 户外 七彩 徽 南 】 11月 19日 - 20日 徽 南 扫黄 —— 塔 川 缤纷 红叶 ， 水墨 协里 ，...
",1
http://www.360doc.com/content/12/0504/11/7719320_208560284.shtml,[转] 可惜从此“黄山”无“徽”了,"[ 转 ] 可惜 从此 “ 黄山 ” 无 “ 徽 ” 了
",1
http://www.360doc.com/content/15/0131/10/460500_445174477.shtml,张舜徽日记中的石门大儒阎镇珩,"张 舜徽 日记 中 的 石门 大儒 阎 镇珩
",1
http://www.360doc.com/content/16/0520/22/33445508_560839994.shtml,徽风典藏·安徽美术家 2016年第一辑  徽风·经典——渐江,"徽 风 典藏 · 安徽 美术家 2016年 第一 辑 徽风·经典 —— 渐 江
",1
http://www.360doc.com/content/12/0805/08/7793103_228413589.shtml,安徽：徽风古韵呈坎行,"安徽 ： 徽 风 古韵 呈 坎行
",1
http://www.360doc.com/content/11/1104/10/4438411_161567637.shtml,張舜徽《自學成才論》（全文）,"張舜 徽 《 自學 成才論 》 （ 全文 ）
",1
http://www.360doc.com/content/16/0520/20/33445508_560804459.shtml,徽风典藏·安徽美术家 2016年第一辑  徽风·品逸——王仁华,"徽 风 典藏 · 安徽 美术家 2016年 第一 辑 徽风·品逸 —— 王 仁华
",1
http://www.360doc.com/content/12/1021/20/9305059_242837627.shtml,由山东高唐出土的徽宗木质雕母对北宋铸钱工艺的浅解 YS,"由 山东 高唐 出土 的 徽 宗 木质 雕 母 对 北宋 铸 钱 工艺 的 浅 解 Y S
",1
http://www.360doc.com/content/16/0907/20/32335138_589145038.shtml,梁海燕：神徽是蚩尤像 玉琮王是饕餮整体形象,"梁 海燕 ： 神 徽 是 蚩尤 像 玉 琮 王 是 饕餮 整体 形象
",1
http://www.360doc.com/content/12/1106/19/5701732_246240669.shtml,说苏州相门城楼上的“钩邑相徽”,"说 苏州 相 门 城楼 上 的 “ 钩邑 相 徽 ”
",1
http://www.360doc.com/content/14/0424/08/98463_371605355.shtml,拥抱徽州（67）：走在徽饶古道上,"拥抱 徽州 （ 67 ） ： 走 在 徽 饶 古 道上
",1
http://www.360doc.com/content/13/0311/14/1630322_270792025.shtml,中美海军主力军舰舰徽大比拼,"中 美 海军 主力 军舰 舰 徽 大 比拼
",1
http://www.360doc.com/content/12/0604/15/868418_215844195.shtml,中国名菜徽皖风味,"中国 名菜 徽 皖 风味
",1
http://www.360doc.com/content/15/0113/16/18892371_440463317.shtml,发现徽州（三十三）：正在修复中的徽州府衙,"发现 徽州 （ 三十三 ） ： 正在 修复 中 的 徽州 府衙
",1
http://www.360doc.com/content/13/1022/09/13815158_323200704.shtml,两宋徽籍诗人考——转自宋朝吧只看楼主,"两 宋 徽 籍 诗人 考 —— 转 自 宋朝 吧 只 看 楼 主
",1
http://www.360doc.com/content/15/0114/18/18892371_440745817.shtml,徽州行——徽园,"徽州 行 —— 徽 园
",1
http://www.360doc.com/content/13/0407/20/1014528_276765327.shtml,成龙称将捐徽派古建筑给新加坡 为其找更好归宿,"成 龙 称 将 捐 徽派 古建筑 给 新加坡 为 其 找 更 好 归宿
",1
http://www.360doc.com/content/16/0225/01/2369606_537177479.shtml,你知道吗，其实你有家徽。,"你 知道 吗 ， 其实 你 有 家徽 。
",1
http://www.360doc.com/content/14/1108/21/1330706_423662395.shtml,“徽”字的意境原来这么美,"“ 徽 ” 字 的 意境 原来 这么 美
",1
http://www.360doc.com/content/12/0815/07/7499155_230241360.shtml,“徽骆驼”，永远前行,"“ 徽 骆驼 ” ， 永远 前 行
",1
http://www.360doc.com/content/15/0915/15/27661372_499305212.shtml,抗战徽宝300g和田青白玉版,"抗战 徽 宝 300 g 和 田 青白 玉版
",1
http://www.360doc.com/content/15/0106/19/18892371_438691067.shtml,徽派园林 . 赛金花故居,"徽派 园林.赛 金花 故居
",1
http://www.360doc.com/content/11/1104/11/4438411_161583284.shtml,张舜徽：通人之学?博大之书,"张 舜徽 ： 通人 之 学 ? 博大之书
",1
http://www.360doc.com/content/13/0214/07/5245629_265536928.shtml,初访卫斯嘉闻道园??重温徽居旧梦之幽情（园林篇）,"初访 卫 斯嘉闻道园 ? ? 重温 徽 居 旧梦 之 幽情 （ 园林 篇 ）
",1
http://www.360doc.com/content/13/0406/12/7793103_276437573.shtml,【清明】【采野菜】黄山观徽韵、唐模景区、西递景区、住黄山香茗假日酒店2日自驾游【线路,"【 清明 】 【 采 野菜 】 黄山 观 徽 韵 、 唐 模 景区 、 西 递 景区 、 住 黄山 香茗 假日酒店 2 日 自驾游 【 线路
",1
http://www.360doc.com/content/14/0417/22/3257292_369897658.shtml,古徽宅收藏水涨船高：从垃圾价到金银价,"古 徽 宅 收藏 水涨船高 ： 从 垃圾 价 到 金 银价
",1
http://www.360doc.com/content/11/0101/22/72265_83245674.shtml,泰山玉世博徽宝京沪两地同步首发,"泰山 玉 世博 徽 宝 京 沪 两地 同步 首发
",1
http://www.360doc.com/content/12/0314/20/341557_194367529.shtml,人民日报徽风皖韵中的政协音符,"人民日报 徽 风皖 韵 中 的 政协 音符
",1
http://www.360doc.com/content/15/0713/18/10693281_484696669.shtml,庚寅仲秋徒步杭徽古道兼谒胡氏宗祠,"庚 寅 仲秋 徒步 杭 徽 古道 兼 谒胡氏 宗祠
",1
http://www.360doc.com/content/16/0406/00/16769361_548177855.shtml,"当徽派庭院与冰雪王国相遇,吃喝玩全包,玩耍超有深度","当 徽派 庭院 与 冰雪 王国 相遇 , 吃 喝 玩 全 包 , 玩耍 超 有 深度
",1
http://www.360doc.com/content/16/0131/18/11548039_531909748.shtml,忠贞不贰？屡易其主的韩延徽为何颇受史家称赞_私家历史_澎湃新闻,"忠贞不贰 ？ 屡 易 其 主 的 韩 延徽 为何 颇 受 史家 称赞_ 私家 历史 _澎湃 新闻
",1
http://www.360doc.com/content/13/0412/07/739691_277707792.shtml,徽派古建为何流向海外（深阅读）,"徽派 古建 为何 流向 海外 （ 深 阅读 ）
",1
http://www.360doc.com/content/14/0225/23/1375631_355712584.shtml,广东开平市美术馆馆徽征集揭晓,"广东 开平市 美术馆 馆 徽 征集 揭晓
",1
http://www.360doc.com/content/15/0322/20/21826425_457219555.shtml,厦门市委书记王蒙徽、市长裴金佳莅临海峡文创园调研指导,"厦门 市委 书记 王 蒙徽 、 市长 裴 金佳 莅临 海峡 文 创 园 调研 指导
",1
http://www.360doc.com/content/13/1126/19/9946107_332368444.shtml,新徽派版画艺术,"新 徽派 版画 艺术
",1
http://www.360doc.com/content/14/0205/15/15684800_349967276.shtml,老朋友，徽骆驼,"老朋友 ， 徽 骆驼
",1
http://www.360doc.com/content/17/0102/19/1302411_619571246.shtml,徽派建筑 · 一幅幅水墨画,"徽派 建筑 · 一幅 幅 水墨画
",1
http://www.360doc.com/content/08/0629/20/14148_1381660.shtml,徽剑的中国互联网十八摸（下） [IT视点] IT.com.cn IT世界网,"徽 剑 的 中国 互联网 十八 摸 （ 下 ） [ I T 视点 ] I T.c o m.c n I T 世界 网
",1
http://www.360doc.com/content/15/0816/18/8321943_492136657.shtml,中国56个民族标徽大全,"中国 56 个 民族 标 徽 大全
",1
http://www.360doc.com/content/15/0206/15/2369606_446706830.shtml,绩溪县城+徽杭古道二日游,"绩溪 县城 + 徽 杭 古道 二日 游
",1
