url,title,summary,topic
http://www.99huizhou.com/forum.php?mod=viewthread&tid=16093&extra=page%3D1%26filter%3Dtypeid%26typeid%3D15,【转帖】我的“徽学”情结（鲍义来）,【鲍义来：出生于我国历史文化名城安徽歙县，１９７４年在２县县委宣传部任通讯干事，１９８１年调安徽日报任编辑，１９９４年起任主任编辑，长时间从事文化报道，为挖掘安徽地方文化底蕴、加强地方特色文化宣传，组织和撰写了若干专著和一些好文章，有的获得了全国和省级优秀成果奖、副刊及新闻类作品奖 向“学者化”努力，使我为安徽日报所撰写的徽州人文乃至我省文化方面的报道，和以前相比显得更丰富、更立体、更能提出问题、更具思辨意味 为了展现徽州文化的博大精深和五彩缤纷，我在这些年就这一区域文化撰写了大量文章，如在安徽日报发表的《徽学研究任重道远》，向读者介绍了徽学的产生、内容以及目前研究的现状,15
http://www.99huizhou.com/forum.php?mod=viewthread&tid=43175&extra=page%3D2%26filter%3Dtypeid%26typeid%3D15,努力推动传统徽州文化的新繁荣,作为博大精深徽州文化的一部分，汪华文化具有鲜明的地域性、典型性、代表性，不失为一种珍贵的历史文化资源，对此，我们应当运用历史唯物主义的立场观点和方法，坚持以正向积极的理性态度和辩证科学的思维方式加以覃思研究，力戒封建迷信色彩的熏染和狭隘宗法意识的羁绊，善于批判性地鉴取传承，古为今用，并结合时代精神加以发扬光大，推陈出新 从一定意义上说，汪华文化作为徽州文化的一枝一叶，折射出传统徽州社会的历史文化发展演变的脉络 再者，在徽州，如将汪华的有关遗存作为系列景点加以开发，无疑也是一件非常有意义的创举，一方面可以慰籍新老徽州人的徽州情结，另一方面让有关汪华的人文景观发挥效用，可以进一步促进黄山市文化旅游的深度结合，从而推动旅游经济的综合性发展,1
http://www.517huizhou.com/forum.php?mod=viewthread&tid=90101&extra=page%3D2,渐行渐远徽州传说之,郑玉，元朝徽州歙县郑村人，著名经学家，也有称之为元末徽州最著名的理学家，著有《师山先生文集》、《周易纂注》 有传说，元至正十七年（公元    年），朱元璋攻破徽州，郑玉遭人陷害入狱，幸得门生鲍深搭救脱险 这就有点意思了，刘伯温上覆船山的时间和郑玉在招隐堂隐居的时间有重叠，他们可能见过面，有过深入的交流，更有可能，郑玉还见过朱元璋,18
http://www.517huizhou.com/forum.php?mod=viewthread&tid=84875&extra=page%3D3,徽州最后锡匠：传统锡制拔节即将消逝,应苏明就这样日复一日，年复一年 据他介绍，锡器曾是徽州人家中常见的生活用具，茶罐、果盘、水杯、烛台，当地人嫁娶丧葬无不用到锡制品 身体硬朗的应苏明过着富足充实的日子，但心里始终放不下自己打了一辈子的锡器，“祖传的手艺不能到我这断了，有机会还要把孙子拉回来”，应苏明盘算着,7
http://www.517huizhou.com/forum.php?mod=viewthread&tid=65775&extra=page%3D8,转方利山文：深深徽州情,而胡适大力为徽州老乡戴震戴东原洗冤，挺身而出为戴东原《水经注》学术冤案平反，则集中体现了这种深深的故乡情、徽州情 在学界这种几乎一边倒的情势面前，一向善于独立思考的胡适，经过长时间的冷静分析研究，发现了其中的大问题，从    年戴东原生日纪念时开始，胡适即“路见不平一声吼”，义无反顾，挺身而出，大力为徽州老乡戴东原洗冤白谤，为戴东原《水经注》学术冤案平反 称戴东原是“三百年中数一数二的巨人”，他坚决维护这位乡贤的声誉，当戴东原无端蒙不白之冤时，胡适出而为其申冤，是一种深深的故乡情、深深的徽州情的表达，让我们感动、感奋、感念,7
http://www.517huizhou.com/forum.php?mod=viewthread&tid=58792&extra=page%3D9,关于徽州朱子学研究的感言,海峡两岸四地“朱子学与地域文化”学术研讨会    年 月  日---  日在古徽州朱熹故里婺源举行 还时不时有老乡对乡贤朱夫子用一些陈词滥调的大路货泼点污秽，徽州本土的朱熹后人，虽也有朱光辉、朱世良等格外努力地在为朱子学研究奉献心力，但总体看，似无徽州程氏后裔、汪华后裔那样奋起、那样热忱、那样执着，让人更怀念休宁已故的朱其祥老人 热切地期望徽州本土的朱子学研究，朱子后人和朱子学研究爱好者，能趁机奋起，在自己力所能及范围内，做些实事，助推朱子学研究得到新发展,15
http://www.517huizhou.com/forum.php?mod=viewthread&tid=2043&extra=page%3D13,一块与朱熹有关的碑,朱熹的母亲祝氏是歙县人，生有三子一女，长子次子均贫困中夭折，历尽艰辛才把朱熹养大成人 这里的“乔年妻事舅姑以孝”，“乔年”是朱松的字号，妻就是祝氏了，“事舅姑”是孝顺公婆，大意是朱松的妻子祝氏在家中孝顺公公婆婆,18
http://www.517huizhou.com/forum.php?mod=viewthread&tid=75410&extra=page%3D3,皖南最后的桃源秘境,尚村的形成大致可溯源千年，唐末中原战乱，各士族大户迁入皖南徽州，因尚村地处偏僻，仅溪流孔道与外界相连，如秘境之地，部分士族姓氏选择此地，陆续进入，形成皖南罕见的多姓氏千年古村 尚村之“尚”，乃崇尚文化、教育之意，因士族大户，文脉相承，尚村古名又称“砚瓦村”，即家家有砚瓦，户户有毛笔的意思，可见文风之鼎盛 古时，尚村村南大道路口曾设有下马坑：凡来尚村者文官下轿武官下马，从太子庙步行入村庄，以示对尚村的敬仰,6
http://www.517huizhou.com/forum.php?mod=viewthread&tid=77375&extra=page%3D3,黟县芦村,卢村古民居群是清朝道光年间四品朝议大夫卢帮燮所建 曾经引起很大反响的黄梅剧《徽州女人》就是以木雕楼为场景而搬上舞台     年著名电影演员斯琴高娃因主演《走出蓝水河》而来到卢村，并成为卢村“荣誉村民”,6
http://www.517huizhou.com/forum.php?mod=viewthread&tid=39150&extra=page%3D9,古村落隆阜,隆阜古街长 公里，石板道纵贯首尾，一面靠江，店肆宅居临江而建，旧时古街人烟辐辏，店肆相建，旗幡相接   年代，镇傍屯溪至飞机场公路开通后，古街逐渐冷落，而公路两旁则店铺日多，衍为闹市，隆阜地灵人杰，历代名人辈出，仅清代就有丹青名家戴省、戴文英、戴思望等 年代这里的省立女中等学校教育全国知名，受到黄炎培等教育名家的称赞，而隆阜的扫盲文化活动还被陶行知大力倡扬,6
http://www.517huizhou.com/forum.php?mod=viewthread&tid=76644&extra=page%3D2,韵徽州•新安画派艺术精品邀请展,于  峰  王  刚  王  建  王功伟  王先飞  方  山  方丽芳  方建平  方建成  方増威  叶大磊  叶森槐  叶锦泉  吕琳清  朱  雅  朱双喜  仰时国  庄有明  庄家宝  江  壮  江  影  江杰华  汤玉文  孙  岩  吴友善  吴为农  吴正杰(书法）  吴正杰（绘画）  吴志高  吴来露  吴国强  吴晓哲  吴鸿翚  余秋明  汪  畋  汪  铮  汪  辉  汪  灏  汪子让  汪立信  汪利权  汪国岛  江涵慈  汪晶德  汪德琪  沈  鲁  陈厚珊  范海生  郑天君  郑金土  郑泽民  项胜利  项德胜  赵  林  施兴华  姚来友  倪国华  殷松年  凌成永  凌志政  凌苏平  黄国鸿  萧辅文  程  健  程  兵  楼志明  鲍树民  马贵明 自里到外分别是原黄山市美协主席叶森槐，现黄山市美协主席郑天君以及歙县宣传部部长孙海燕 自里到外分别是原黄山市美协主席叶森槐，现黄山市美协主席郑天君以及歙县宣传部部长孙海燕,14
http://www.517huizhou.com/forum.php?mod=viewthread&tid=4810&extra=page%3D18,“水墨徽州”包德静学术邀请展,应天津南开大学邀请，“水墨徽州”包德静作品学术交流展，预定于    年  月 日在天津南开大学永明馆开幕，展览展出包德静近期创作的水墨徽州系列作品，届时将举办关于徽州文化和新安画派的沙龙学术交流活动 徽菜 发表于     -  -     :        /     /      /    .           .    徽菜 发表于     -  -     :        /     /      /    .           .   ,14
http://cul.anhuinews.com/system/2008/02/26/001956144.shtml,侯露 ,长篇电视剧《生意场上的女人》等 黄梅戏电影《徽商情缘》获中国电影“华表奖”和第六届全国精神文明“五个一”工程奖 大型话剧《风驰瑶岗》获第十四届中国曹禺剧本奖“提名奖”和第八届全国精神文明“五个一”工程奖、第七届中国戏剧节剧目奖,10
http://www.ahage.net/news/24643.html,歙县将举办＂壬辰龙年越国汪王清明祭＂,由黄山市汪华文化研究会、黄山市程朱理学研究会、黄山市故园徽州文化促进会、安徽省教育厅人文社科重点研究基地黄山学院“安徽非遗研究中心”、歙县文联、徽州寻根馆联合举办的“壬辰龙年越国汪王清明祭”活动将于 月  日至 月 日在全国历史文化名城歙县举办     年 月，黄山市汪华文化研究会成立以来，致力汪华文化研究暨徽州文化研究，一直得到市委、市政府及歙县县委、县政府领导的热忱关心和支持 据了解，这次活动内容包括：歙县云岚山“壬辰龙年越国汪王清明祭”汪华祭祀活动,18
http://www.ahage.net/huixue/2253.html,培筠园主人汪氏三代,此时，蔡京之子蔡攸来临安，汪勃上疏历陈靖康之祸变的缘由经过及损失，朝堂群臣都不忍心听下去，高宗读后也悲愤万分，当即下令蔡攸即刻返回所贬之州，对蔡京子孙一律不用赦令 高宗以为汪勃“知大礼，明治道”，提升为谏议大夫兼侍讲 汪作砺，字必成，少有声望，以乡荐入太学，补承务郎，授浙西仓属江右帅幕，主管临安府城北右厢，宋乾道五年（    ），升桐川知县，淳熙五年(    )任兴化知军（莆田宋时称兴化军），累官至湖北提点刑狱,15
http://cul.anhuinews.com/system/2009/06/03/002267066.shtml,徽州科技 ,“算经十书”包括《周髀算经》、《九章算术》、《海岛算经、》《孙子算经》、《五曹算经》、《夏侯阳算经》、《张邱建算经》、《五经算术》、《辑古算经》、《算术记遗》，是我国古代数学的精华，集中反映了中国古代数学的成就，代表了当时世界上的最高水平 继承和发掘中国数学传统，对“算经十书”进行校勘和审核，使之基本呈现全貌，为祖国数学的发扬光大作出特殊的贡献 《广群芳谱》清代汪灏等受康熙帝命，以明代王象晋著《群芳谱》为基础，进行增删修补，使全书更严谨，内容更丰富,7
http://cul.anhuinews.com/system/2008/05/06/002007982.shtml,青椒炒猪心,猪心 个，青椒   克，水发木耳  克，葱米、姜末各  克，料酒  克，精盐 克，味精 克，湿淀粉  克，汤  克，油   克  、锅内放入油烧至四成热，下入猪心滑散至熟，倒入漏勺  、锅内放入油  克，下入葱末、姜末炝香，下入猪心、木耳、青椒炒匀至熟，烹入用余下的调料(不含油)对成的芡汁翻匀，出锅装盘即成,17
http://www.ahage.net/news/29124.html,祁门县现身抗战时期《国民公约》墙,近日，祁门县芦溪乡倒湖自然村一栋百年门面房的正面墙体左上方发现抗日战争时期的《国民公约》，绝大部分清晰可辩，字形为黑色手写正楷繁体，规格为 ㎝× ㎝左右，共有  条   个字，标题为“国民公约”，正文从第 条至第  条依次竖写，落款为“倒湖联保办公处制”，但没有具体日期 该《公约》应为当时倒湖村一带举行抗日宣传活动所留下的，是较为重要的涉台文物，对于研究国共两党合作抗日历史弥足珍贵 据网上仔细搜索，目前只有广东、福建、湖南、山东省 省有墙体书写和纸质文字尚存的登载，安徽省疑似首次发现,17
http://cul.anhuinews.com/system/2008/08/22/002097859.shtml,洪建华的竹刻人生,”把玩着一件件让人叹为观止的竹刻作品，憨厚的洪建华眉宇间洋溢着灵气 从那时起，洪建华更加沉迷在对竹刻的钻研中 体会着竹刻从衰而盛，洪建华常常笑着说：“看来，  年前的选择没有错,8
http://www.ahage.net/gudaimingren/9986.html,汪昂,他苦攻古代医著，结合临床实践，经过   年的探索研究，编著有《素问灵枢类纂约注》、《医方集解》、《本草备要》、《汤头歌诀》等 《素问灵枢类纂约注》一书，把《黄帝内经》里的《素问》、《灵枢》两部分合纂为一篇，并分类加以整理、注释，给后学者以很大的便利 汪昂的医学著作，一直被学医者奉为入门的必读课本,14
http://www.ahage.net/huixue/xinanyixueshizenyangxingchengde.html,新安医学是怎样形成的,从宋代至清末，新安医家有史料可查的名医就有   人，有   人撰、辑了   部医学著作 新安医著涉及经典著作的注释整理，临床诊治经验的总结，古医著的辑复，类书与丛书的编纂，医学普及读本的撰写，以及各种医案、医话，内、外、妇、儿、喉、眼、伤、疡、针灸、推拿等临床各科专著，还有脉学、诊断、治法等理论专著 并涌现出歙县黄孝通、休宁吴源、婺源马荀仲等名医，标志着新安医学的兴起,14
http://cul.anhuinews.com/system/2014/03/24/006362429.shtml,歙县档案馆获赠项而躬夫妇作品 , 月  日，歙县政协退休老干部吴剑虹先生将自己珍藏多年的全国著名油画家项而躬及妻子李仁杰的作品，无偿捐赠给歙县档案馆 本次捐赠的作品有项而躬油画一幅、李仁杰书法作品一幅、项而躬及李仁杰画册等 黄梅戏是深受群众喜爱的地方戏曲剧种，也是安徽省重要的文化...,18
http://cul.anhuinews.com/system/2008/04/10/001989624.shtml,徽商特性：缘何徽商多儒商,同乡人郑作，也嗜书成癖，他在四处经商时，人们时常见他“挟束书，而弄舟” 虽然家为富商，他却始终保持着徽州人祖辈传统的节俭美德，举家老少概不锦衣美食，唯有求书见慷慨 明末时，徽州婺源县，有个商人王尚儒，十五、六岁就离开家乡赴荆楚经商,10
http://cul.anhuinews.com/system/2008/07/25/002073977.shtml,安徽拟将徽商古道申报为国家级文物保护单位,安徽拟将徽商古道申报为国家级文物保护单位-徽商古道-中安在线-徽文化 安徽绩溪县政府拟将位于安徽绩溪县和浙江临安市之间的徽商古道申报为国家级文物保护单位 徽商古道是古代徽商从徽州到杭州的重要通道，西起绩溪与歙县交界处的临溪，在绩溪伏岭乡转为陆路，然后经江南第一关、下雪堂等地，最终到达浙江省临安市马啸乡浙川村，全长百余公里，其中在安徽绩溪境内长约  公里,17
http://www.ahage.net/huangshan/5230.html,徽州古城镇,(    )改用砖石修筑而起，城郭略呈长方形，现今城垣虽在东、西山早等处仅存残迹，但门阙却沿用为街名，如萝宁街、玉宁街、齐宁街、万宁街等，而县前街、文昌巷、瑞芝巷等，则标志着古城一些公共设施的存在 明嘉靖四十五年(    )，开化、德兴等地爆发矿工起义，波及檄、宁，于是在休宁县治所在地修建砖石城垣，周围近五里，城郭呈椭圆形，现仅存部分残址，城内街道格局依旧，原县冶所在之处而今成了休宁县人民政府的办公处所 永秦二年(   )，在镇压王万敌起义后，撤址野县，重新在华阳镇设置绩溪县，宋时筑起土城，周围达五里，到明初湮没,7
http://www.ahage.net/huangshan/21958.html,徽州地方神“汪公大帝”,由于越国公在徽州一带名望极高，加上后裔人丁兴旺，有“四门三面水，十姓九家汪”之局面，徽州一带祭祀汪公的行祠多得不计其数，久而久之，汪华被渐渐神化，成为当地的地方神 这一源远流长的庙会，使汪华地方神的地位更加巩固，确实对徽州文化的发展产生了不可估量的影响 其实，徽州人的聪明之处，是借祭祀汪华之神，搭建了一个展示乡土文化的平台,7
http://www.ahage.net/huishang/1272_3.html,徽商发展与清代状元的关系研究,乾隆五十五年入京祝万寿，加一级，召预千叟宴，赐御制诗及粟帛，又以输军饷一万两以上，议叙加五级，覃恩诰封中宪大夫、刑部山东员外郎 清代，徽州确实还涌现出一批科举出身的达官显宦，他们多数是徽商的子弟 商人欲提高自己的社会地位，重要的途径就是加入士人的行列，读书登第，弋取功名，甚至成为达官显宦,10
http://www.ahage.net/lunwen/4922_2.html,加强城乡规划管理 弘扬徽派建筑文化,今天的城市建设有现代的要求，不可能简单的将传统的徽派建筑拿到今天的城市建设中照搬使用 现代城市集约化使用土地，建筑物层数一般在 层以上，大型公建和标志性建筑物的层数更高，与传统的低层建筑差别大，不能用简单加马头墙的办法处理 积极探寻传统建筑文化与现代城市建设之间的结合点,8
http://cul.anhuinews.com/system/2016/03/10/007256006.shtml,安徽民歌分六种五类（图） ,我省民歌种类繁多，内容丰富，反映了江淮儿女勤劳善良、多才多艺的一面，通过民歌也能看到当地人们的生活和劳动的场景，且由于民歌一般都是通过人们口耳相传，因此，通过民歌也能看出一些地方特定的历史和人文背景，正因为这些，民歌的传承也受到国家的重视 皖西大别山民歌在音乐上，传承了上古时期部落的民谣，在内容上，反映了古代时期的社会演化过程，体现了近现代时期的革命、劳动、生活等发展面貌 皖西大别山民歌以山水相依的独特地域性，兼收了通过水路流传来的其他不同形式民歌艺术特点，又不失自己的本土的大山山歌之特色，既具有山的沉稳、豪迈、厚实之特点，又具有水的流畅、悠扬、灵动之风格，是极其重要的非物质文化遗产,1
http://www.ahage.net/news/28197.html,《徽州往事》亮相第九届深圳文博会,  日晚，安庆再芬黄梅艺术剧院原创黄梅戏《徽州往事》作为文博会艺术节重点推荐的 场演出之一，在深圳保利剧院连演 场 由谢熹编剧、王延松执导、韩再芬主演的原创黄梅戏《徽州往事》是一出令人唏嘘的悲剧故事，关注时代镜像下的个人命运 充满传奇色彩的故事，传统的黄梅“老腔老调”，舞台上无处不见的徽州元素，如烟似水的整体氛围，音乐与舞蹈结合传递出的美感，以及韩再芬、刘国平、马自俊等黄梅戏表演艺术家充满张力的演出，让黄梅戏戏迷大过其瘾,7
http://www.ahage.net/mingren/13.html,历史上的古代徽州名人大全之六（五代十国）,黄巢建 立大齐政权时任州防御使，后叛巢降唐，破巢军，唐昭宗赐名为“全忠” 朱温即帝位，封为均王，任左天兴军使、东京 马步军都指挥使 梁乾化二年(   )郢王朱友珪杀死其父朱温，即帝位，朱友贞为东京留守 、开封尹,7
http://cul.anhuinews.com/system/2008/02/22/001953986.shtml,徽文化定义,"徽文化(广义),是个大概念,包括：道家、徽学、建安文学、桐城文派、徽剧、黄梅戏、目莲戏、老庄文化、三国文化、桐城文化、徽州文化、新安画派、新安医派、花鼓戏、傩舞和凤阳花鼓、中国桐城赋派辞赋文化...徽文化是文化艺术等社会属性历史范畴的地域综合体 进入  年代，“徽学”(徽州学-研究徽州历史文化为主要内容)概念广泛化、研究科学化、机构专业化(原徽州、国内城市、美日朝新加坡等国，相继成立研究组织或机构)   年代后，徽州文化研究进入新阶段，“徽学”与“敦煌学”、“藏学”并列为国学三大地方学科",15
