url,segments,flag
http://www.xinhs.cn/article.asp?id=79571,"西 溪 南明 清 古建筑 ： 老屋 阁 及 绿 绕 亭
",1
http://www.xinhs.cn/article.asp?id=79570,"徽州 著名 刻 书家 —— 吳勉學
",1
http://www.xinhs.cn/article.asp?id=79569,"徽派 篆刻 何震 作品 欣赏
",1
http://www.xinhs.cn/article.asp?id=79564,"著名 作家 李辉 合肥 呼吁 “ 复 名 徽州 ” 黄山 首任 市长 当场 响应
",1
http://www.xinhs.cn/article.asp?id=79500,"轰动 朝野 的 徽州 “ 丝绢案 ”
",1
http://www.xinhs.cn/article.asp?id=79475,"安徽 歙县 汪氏 渊源 录
",1
http://www.xinhs.cn/article.asp?id=79474,"渐 江 山水 册 之四
",1
http://www.xinhs.cn/article.asp?id=79473,"渐 江 山水 册 之 三
",1
http://www.xinhs.cn/article.asp?id=79472,"徽州 刻 书 中心 的 形成
",1
http://www.xinhs.cn/article.asp?id=79407,"中国 山水画 中 的 “ 黄山 坐标 ”
",1
http://www.xinhs.cn/article.asp?id=79404,"古 徽州 人 的 教育
",1
http://www.xinhs.cn/article.asp?id=79403,"中原 望族 南迁 入皖 的 “ 世外桃源 ”
",1
http://www.xinhs.cn/article.asp?id=79401,"徽派 建筑 中 的 气象学
",1
http://www.xinhs.cn/article.asp?id=79399,"回 不 去 的 徽州 ： 徽派 古建筑 如同 上 了 年纪 的 老人
",1
http://www.xinhs.cn/article.asp?id=79398,"徽州 石碑 ： 记录 着 徽州 的 乡风 民俗 人情世故
",1
http://www.xinhs.cn/article.asp?id=79368,"徽 文化 “ 动 起来 ” : 推动 徽 文化 走向 世界
",1
http://www.xinhs.cn/article.asp?id=79367,"黟县 南屏 村 古建筑群
",1
http://www.xinhs.cn/article.asp?id=79366,"安徽 地域 文化 传承 建设 探析
",1
http://www.xinhs.cn/article.asp?id=79365,"略 谈 安徽 地域 文化 的 流 变 和 形成
",1
http://www.xinhs.cn/article.asp?id=79364,"西 递 明清 古 居惇 仁堂
",1
http://www.xinhs.cn/article.asp?id=79363,"徽州 古巷
",1
http://www.xinhs.cn/article.asp?id=79362,"江南 第一 名 祠—— 罗东 舒祠
",1
http://www.xinhs.cn/article.asp?id=79610,"“ 徽州 优秀 传统 文化展 ” 在 北京 鲁迅 博物馆 举办
",1
http://www.xinhs.cn/article.asp?id=79344,"徽州 篁墩 的 前世 今生
",1
http://www.xinhs.cn/article.asp?id=79225,"弘 仁 画选 天都峰 图轴
",1
http://www.xinhs.cn/article.asp?id=79224,"渐 江 山水 册 之 二
",1
http://www.xinhs.cn/article.asp?id=79223,"国学 诵读 ： 《 朱熹 家训 》 注重 履行 义务
",1
http://www.xinhs.cn/article.asp?id=79222,"鲍 家 花园 之 徽 文化 古风 今 传
",1
http://www.xinhs.cn/article.asp?id=79221,"徽州 篁墩村 - 程 朱 阙里
",1
http://www.xinhs.cn/article.asp?id=79175,"方 任飞 的 徽州 文化 情结
",1
http://www.xinhs.cn/article.asp?id=79174,"汪 廷讷 传奇 人 生 与 汤显 祖 的 徽州 行
",1
http://www.xinhs.cn/article.asp?id=79173,"“ 徽班 进 京 ” 与 “ 四 大 徽班 ”
",1
http://www.xinhs.cn/article.asp?id=79172,"黟县 南屏 古镇 山溪 与 古祠 的 百年 恋歌
",1
http://www.xinhs.cn/article.asp?id=79168,"徽商 传奇 ： 老字号 张 小泉 剪刀
",1
http://www.xinhs.cn/article.asp?id=79119,"渐 江 山水 册 赏析
",1
http://www.xinhs.cn/article.asp?id=79117,"“ 黟山 派 ” 开 宗 大师 — 书画 篆刻家 黄 士陵
",1
http://www.xinhs.cn/article.asp?id=79116,"徽州 安 苗节
",1
http://www.xinhs.cn/article.asp?id=79115,"徽州 水口 — 村落 文明 的 象征
",1
http://www.xinhs.cn/article.asp?id=79113,"黄宾虹 弘扬 新安 画派 艺术
",1
http://www.xinhs.cn/article.asp?id=79112,"新安江 —— 徽州 的 母亲河
",1
http://www.xinhs.cn/article.asp?id=79086,"徽州 戏剧 发祥地 探访 徽剧 人
",1
http://www.xinhs.cn/article.asp?id=79085,"新安 画派 的 开山 大师 渐 江 《 晓 江 风便图 》
",1
http://www.xinhs.cn/article.asp?id=79058,"休宁 松萝 茶 的 历史
",1
http://www.xinhs.cn/article.asp?id=79057,"岳飞 与 古 徽州 的 不解之缘
",1
http://www.xinhs.cn/article.asp?id=79022,"工艺 精妙 的 徽州 木雕
",1
http://www.xinhs.cn/article.asp?id=79020,"黟县 徽派 民宅 和谐 务实 朴素
",1
http://www.xinhs.cn/article.asp?id=79004,"忠 壮 遗风 一 脉 延
",1
http://www.xinhs.cn/article.asp?id=78992,"仙 源 胜景 板石 潭 石刻
",1
http://www.xinhs.cn/article.asp?id=78989,"黟山 竹枝词 版本 历史
",1
http://www.xinhs.cn/article.asp?id=78968,"“ 徽商 精神 ” 之 我 见
",1
http://www.xinhs.cn/article.asp?id=78967,"浅 谈 徽州 书法
",1
http://www.xinhs.cn/article.asp?id=78943,"古黟村 居 依山傍水 尚 协调
",1
http://www.xinhs.cn/article.asp?id=78941,"徽州区 黄山 历史 沿革
",1
http://www.xinhs.cn/article.asp?id=78940,"以史为鉴 增进 徽 文化 传承 发展
",1
http://www.xinhs.cn/article.asp?id=78939,"胡 适 生前 题 墨宝 ： “ 努力 做 徽 骆驼 ”
",1
http://www.xinhs.cn/article.asp?id=78938,"郑 之珍 与 目连戏
",1
http://www.xinhs.cn/article.asp?id=78839,"齐云山 道教 音乐 起源
",1
http://www.xinhs.cn/article.asp?id=78837,"胡 适 与 新 文化 百年
",1
http://www.xinhs.cn/article.asp?id=78833,"徽州 古代 水利工程 ： 兴修 堨坝 汲水 以灌
",1
http://www.xinhs.cn/article.asp?id=78811,"胡 适 与 陈 寅恪 ： 力荐 对方 惺惺 相 惜
",1
http://www.xinhs.cn/article.asp?id=78810,"胡雪 岩 与 中药房 胡 庆余堂
",1
http://www.xinhs.cn/article.asp?id=78809,"从 “ 罚 戏 碑 ” 看 明清 徽州 的 戏曲 文化
",1
http://www.xinhs.cn/article.asp?id=78808,"徽州 “ 一 府 六 县 ” 格局 始 于 何时
",1
http://www.xinhs.cn/article.asp?id=78807,"徽州 传统 服饰 简介
",1
http://www.xinhs.cn/article.asp?id=78805,"小小 算盘 中 的 伟大 成就
",1
http://www.xinhs.cn/article.asp?id=78802,"徽州 明清 建筑 三 雕 技艺 赏析
",1
http://www.xinhs.cn/article.asp?id=78739,"万安 罗 盘 从 传统 走向 现代
",1
http://www.xinhs.cn/article.asp?id=78738,"徽州 风貌 之 歙县 古城
",1
http://www.xinhs.cn/article.asp?id=78737,"徽州 古 地名 由来
",1
http://www.xinhs.cn/article.asp?id=78660,"歙县 千 载 渔 梁 坝
",1
http://www.xinhs.cn/article.asp?id=78659,"徽州 藏书家 故事
",1
http://www.xinhs.cn/article.asp?id=78658,"祁门 乡试 举人 试卷
",1
http://www.xinhs.cn/article.asp?id=78616,"“ 黄山 ” 复 名 “ 徽州 ” ？ 当地 称 暂 未 收到 相关 批复
",1
http://www.xinhs.cn/article.asp?id=78596,"清 画家 汪 士慎 出 生地 考
",1
http://www.xinhs.cn/article.asp?id=78595,"黄山市 民政局 回 应 “ 复 名 徽州 ” ： 将 深入 调研 尽快 提 出 建议
",1
http://www.xinhs.cn/article.asp?id=78590,"恢复 “ 徽州 ” 又 是 一 次 瞎 折腾
",1
http://www.xinhs.cn/article.asp?id=78586,"徽州 改名 黄山 近 30年 ： 复 名 呼声 不断 徽州 情结 成 文化 现象
",1
http://www.xinhs.cn/article.asp?id=78564,"人民日报 评 更改 地名 ： 需 慎之又慎 “ 徽州 ” 不妨 恢复
",1
http://www.xinhs.cn/article.asp?id=78563,"徽州 砖雕 艺术 成就
",1
http://www.xinhs.cn/article.asp?id=78532,"桐城 宰相 张英恭 呈 康熙 皇帝 的 贡墨
",1
http://www.xinhs.cn/article.asp?id=78505,"徽商 在 姜堰 小考
",1
http://www.xinhs.cn/article.asp?id=78504,"安徽 黄山毛峰 等 名茶 传说 由来
",1
http://www.xinhs.cn/article.asp?id=78503,"徽州 “ 弟 子规 ” 《 文 堂 乡约 家法 》
",1
http://www.xinhs.cn/article.asp?id=78502,"安徽 臭 鳜鱼 的 来历 与 历史 典故
",1
http://www.xinhs.cn/article.asp?id=78501,"徽州 古 树 背后 的 人文 故事
",1
http://www.xinhs.cn/article.asp?id=78410,"桃花 潭 畔 踏 歌者 汪 伦 原 是 古 黟人
",1
http://www.xinhs.cn/article.asp?id=78404,"黟县 人 的 一日三餐
",1
http://www.xinhs.cn/article.asp?id=78403,"徽 字 趣谈 ： 大 山下 两 个 人 穿 丝褂 说 着 文言文
",1
http://www.xinhs.cn/article.asp?id=78325,"哈佛 讲坛 休宁 人 ： 戈 鲲 化
",1
http://www.xinhs.cn/article.asp?id=78285,"榆村 传奇 之 辛 峰 塔 的 由来
",1
http://www.xinhs.cn/article.asp?id=78284,"榆村 传奇 之 御 牌楼 的 故事
",1
http://www.xinhs.cn/article.asp?id=78256,"歙县 三阳 乡 叶 村 叠罗汉
",1
http://www.xinhs.cn/article.asp?id=78211,"绩溪 花车 转阁
",1
http://www.xinhs.cn/article.asp?id=78210,"徽派 漆器 制作 工艺
",1
http://www.xinhs.cn/article.asp?id=78209,"安徽 文化 地理 ： 徽州 的 居所
",1
http://www.xinhs.cn/article.asp?id=78179,"徽州 工匠 热议 “ 工匠 精神 ”
",1
http://www.xinhs.cn/article.asp?id=78168,"道教 名 山里 的 石刻 群
",1
http://www.xinhs.cn/article.asp?id=78167,"走 出 徽州 看 “ 徽学 ”
",1
http://www.xinhs.cn/article.asp?id=78166,"审美 体验 延 入 徽学 研究
",1
http://www.xinhs.cn/article.asp?id=78165,"歙县 古井 情 牵 悠悠 徽州
",1
http://www.xinhs.cn/article.asp?id=78164,"冰 上 鸿 飞 ： 黄宾虹 的 故都 岁月
",1
http://www.xinhs.cn/article.asp?id=78036,"徽商 志 存 圣贤 竹山 书院 谱 春秋
",1
http://www.xinhs.cn/article.asp?id=78035,"一 份 民国 特刊 与 抗战 时期 的 屯溪
",1
http://www.xinhs.cn/article.asp?id=77946,"徽商 的 十 个 老字号
",1
http://www.xinhs.cn/article.asp?id=77945,"安徽 的 “ 徽 ” 字 从 何 而 来
",1
http://www.xinhs.cn/article.asp?id=77944,"徽商 宅 名 拾趣
",1
http://www.xinhs.cn/article.asp?id=77943,"屯溪 老街 的 发祥 ： 程 维 宗 扩建 “ 八 家 栈”
",1
http://www.xinhs.cn/article.asp?id=77924,"芜湖 地理 之 胡 开文 徽 墨 传奇
",1
http://www.xinhs.cn/article.asp?id=77908,"休宁 万安 老街
",1
http://www.xinhs.cn/article.asp?id=77900,"徽州 目 连 戏 提要
",1
http://www.xinhs.cn/article.asp?id=77898,"神秘 的 “ 绩溪 之脊 ” ： 丛山 关 古道 （ 二 ）
",1
http://www.xinhs.cn/article.asp?id=77896,"新手 入门 识 徽派 歙砚
",1
http://www.xinhs.cn/article.asp?id=77895,"歙砚 的 历史
",1
http://www.xinhs.cn/article.asp?id=77894,"徽州 祠堂 世界 ： 寻根 问 祖 的 精神 依托
",1
http://www.xinhs.cn/article.asp?id=77893,"徒步 徽州 古道 感悟 历史 沧桑
",1
http://www.xinhs.cn/article.asp?id=77892,"越 国公 汪 华 创建 徽州 古城
",1
http://www.xinhs.cn/article.asp?id=77891,"“ 徽 骆驼 ” 与 “ 绩溪 牛 ” 精神
",1
http://www.xinhs.cn/article.asp?id=77828,"徽州 休宁 古代 如何 养 山 护林
",1
http://www.xinhs.cn/article.asp?id=77790,"徽州 忠 壮公 程 灵 洗 传奇 考
",1
http://www.xinhs.cn/article.asp?id=77788,"徽州 廉吏 苏 辙据实 巧 拖 惜 民力
",1
http://www.xinhs.cn/article.asp?id=77775,"徽州 《 桃园 俗语 劝世歌 》
",1
http://www.xinhs.cn/article.asp?id=77773,"徽州 旧 风俗 之 水口 风俗
",1
http://www.xinhs.cn/article.asp?id=77769,"“ 偶然 ” 牌坊 的 传奇 故事
",1
http://www.xinhs.cn/article.asp?id=77768,"徽州 名 族 个案 调查 与 研究 被 列入 重点 项目
",1
http://www.xinhs.cn/article.asp?id=77755,"毁于 “ 十年动乱 ” 的 绩溪 汪 村 “ 大 庙 ”
",1
http://www.xinhs.cn/article.asp?id=77754,"徽州 民居 美学 特征 的 探讨
",1
http://www.xinhs.cn/article.asp?id=77751,"“ 太平军 ” 背景 的 祁门县 洪 家 大屋
",1
http://www.xinhs.cn/article.asp?id=77748,"石灰窑 、 砖瓦窑 —— 徽派 古建筑 的 功臣
",1
http://www.xinhs.cn/article.asp?id=77745,"花山谜窟古 徽州 的 巨大 悬疑
",1
http://www.xinhs.cn/article.asp?id=77711,"歙县 境内 主要 书法 刻石
",1
http://www.xinhs.cn/article.asp?id=77710,"徽州 人 的 和谐 思维 及 实践
",1
http://www.xinhs.cn/article.asp?id=77709,"徽派 雕刻 —— 徽州 竹雕 艺术
",1
http://www.xinhs.cn/article.asp?id=77708,"技艺 高超 的 黄氏 刻工
",1
http://www.xinhs.cn/article.asp?id=77707,"方氏 墨 谱 —— 墨 模 雕刻 图谱 集
",1
http://www.xinhs.cn/article.asp?id=77706,"徽派 篆刻 刀法 —— 冲 刀法
",1
http://www.xinhs.cn/article.asp?id=77705,"雕梁画栋 的 徽州 木雕
",1
http://www.xinhs.cn/article.asp?id=77701,"徽 雕 ： 亦 商 亦 儒写 风流
",1
http://www.xinhs.cn/article.asp?id=77699,"徽 雕 四 绝 ： 三 分 精美 七 分 雅致
",1
http://www.xinhs.cn/article.asp?id=77696,"徽派 雕刻 —— 徽州 木雕 艺术
",1
http://www.xinhs.cn/article.asp?id=77694,"徽派 雕刻 —— 徽州 石雕 艺术
",1
http://www.xinhs.cn/article.asp?id=77693,"徽派 雕刻 —— 徽州 砖雕 艺术
",1
http://www.xinhs.cn/article.asp?id=77697,"徽派 雕刻 —— 徽州 三 雕
",1
http://www.xinhs.cn/article.asp?id=77692,"徽州 古 民居 雕刻 装饰 研究
",1
http://www.xinhs.cn/article.asp?id=77691,"徽派 雕刻 —— 忆 千 年 沧桑 ， 探秘 西 递 牌楼
",1
http://www.xinhs.cn/article.asp?id=77689,"徽州 为什么 称为 “ 文献 之 邦 ”
",1
http://www.xinhs.cn/article.asp?id=77672,"中华 第一 卷 尺 发明 揭秘
",1
http://www.xinhs.cn/article.asp?id=77665,"清末 徽商 胡雪 岩 发家 的 第一 条 “ 财路 ”
",1
http://www.xinhs.cn/article.asp?id=77662,"黄山 发现 清 徽商 家族 文书 传 两百 年 生意经
",1
http://www.xinhs.cn/article.asp?id=77659,"一 桌 绩溪 赛 琼 碗 演绎 百年 徽菜 发祥 传奇 文化
",1
http://www.xinhs.cn/article.asp?id=77510,"万安 —— 我 童年 的 记忆
",1
http://www.xinhs.cn/article.asp?id=77479,"徽派 建筑 风水 之 美 与 徽州 古 村落 的 风水 文化
",1
http://www.xinhs.cn/article.asp?id=77389,"馃印 游荡 在 徽州 灶 头 的 袅袅 乡 情
",1
http://www.xinhs.cn/article.asp?id=77302,"徽州 建筑 的 形成 及 个性 特征
",1
http://www.xinhs.cn/article.asp?id=77268,"朱熹 理学 对 古 徽 建筑 的 影响
",1
http://www.xinhs.cn/article.asp?id=77221,"徽学 的 界定 及其 研究 方法
",1
