segments,count,ratio
提,508,0.0250330899999
现在,505,0.0248852567912
时间,505,0.0248852567912
近,503,0.0247867013188
孙,503,0.0247867013188
丰富,500,0.0246388681101
义,497,0.0244910349014
松萝,496,0.0244417571652
点,495,0.024392479429
回,494,0.0243432016928
载,492,0.0242446462203
田,491,0.0241953684841
岩,490,0.0241460907479
皆,488,0.0240475352755
家族,485,0.0238997020668
八,484,0.0238504243306
扬州,479,0.0236040356495
相,479,0.0236040356495
云,478,0.0235547579133
修,476,0.0234562024408
"。
（",473,0.0233083692322
人物,473,0.0233083692322
口,472,0.0232590914959
桥,468,0.0230619805511
讲,468,0.0230619805511
之后,467,0.0230127028148
大会,466,0.0229634250786
想,466,0.0229634250786
带,464,0.0228648696062
故事,464,0.0228648696062
制,463,0.02281559187
属,463,0.02281559187
生,463,0.02281559187
业,462,0.0227663141337
楼,462,0.0227663141337
大量,462,0.0227663141337
诗,460,0.0226677586613
戴震,459,0.0226184809251
记,456,0.0224706477164
曹,456,0.0224706477164
金,456,0.0224706477164
省,455,0.0224213699802
出现,455,0.0224213699802
要求,455,0.0224213699802
戏,454,0.022372092244
管理,454,0.022372092244
世,452,0.0222735367715
改,452,0.0222735367715
指,451,0.0222242590353
我国,451,0.0222242590353
基础,450,0.0221749812991
木,448,0.0220764258267
文物,448,0.0220764258267
体现,447,0.0220271480904
稿源,447,0.0220271480904
约,445,0.021928592618
之间,444,0.0218793148818
意义,442,0.0217807594093
郑,441,0.0217314816731
块,440,0.0216822039369
日,438,0.0215836484645
中心,436,0.021485092992
资料,435,0.0214358152558
重视,435,0.0214358152558
白,434,0.0213865375196
部,432,0.0212879820471
组织,432,0.0212879820471
宗祠,431,0.0212387043109
路,431,0.0212387043109
生产,431,0.0212387043109
原,430,0.0211894265747
深,429,0.0211401488385
得到,429,0.0211401488385
亭,427,0.021041593366
曰,426,0.0209923156298
件,424,0.0208937601574
城,424,0.0208937601574
极,421,0.0207459269487
洪,421,0.0207459269487
状元,420,0.0206966492125
山水,419,0.0206473714763
仅,418,0.0205980937401
中原,418,0.0205980937401
人文,417,0.0205488160038
部分,417,0.0205488160038
钱,417,0.0205488160038
休宁县,416,0.0204995382676
表现,415,0.0204502605314
民国,412,0.0203024273227
取,411,0.0202531495865
形式,410,0.0202038718503
初,409,0.0201545941141
提供,409,0.0201545941141
十分,407,0.0200560386416
未,405,0.0199574831692
后来,405,0.0199574831692
江南,404,0.019908205433
包括,404,0.019908205433
受,404,0.019908205433
安徽省,403,0.0198589276967
起来,400,0.0197110944881
介绍,398,0.0196125390156
有着,397,0.0195632612794
传承,397,0.0195632612794
利用,396,0.0195139835432
制度,395,0.019464705807
地域,395,0.019464705807
杭州,394,0.0194154280708
立,394,0.0194154280708
民,393,0.0193661503345
吃,392,0.0193168725983
万,390,0.0192183171259
源,389,0.0191690393897
人民,389,0.0191690393897
集,386,0.019021206181
皇帝,384,0.0189226507086
项目,384,0.0189226507086
读,384,0.0189226507086
资源,383,0.0188733729723
总,382,0.0188240952361
右,382,0.0188240952361
过程,382,0.0188240952361
牌坊,382,0.0188240952361
迁,380,0.0187255397637
九,380,0.0187255397637
谱,379,0.0186762620275
百,379,0.0186762620275
土地,379,0.0186762620275
区域,378,0.0186269842912
制作,377,0.018577706555
地名,377,0.018577706555
信,375,0.0184791510826
北京,374,0.0184298733464
批,373,0.0183805956101
建立,372,0.0183313178739
年间,372,0.0183313178739
地位,372,0.0183313178739
不少,372,0.0183313178739
当年,372,0.0183313178739
各地,372,0.0183313178739
周,372,0.0183313178739
中华,371,0.0182820401377
令,371,0.0182820401377
安,371,0.0182820401377
必须,370,0.0182327624015
东,369,0.0181834846653
心,369,0.0181834846653
太,369,0.0181834846653
今天,369,0.0181834846653
阳,364,0.0179370959842
结合,363,0.0178878182479
叶,363,0.0178878182479
设,362,0.0178385405117
不断,362,0.0178385405117
情况,362,0.0178385405117
政府,362,0.0178385405117
尤其,361,0.0177892627755
产生,361,0.0177892627755
我市,360,0.0177399850393
雕刻,360,0.0177399850393
公,359,0.0176907073031
先,359,0.0176907073031
坊,359,0.0176907073031
太平,359,0.0176907073031
道德,358,0.0176414295668
富,358,0.0176414295668
皖南,358,0.0176414295668
真,357,0.0175921518306
州,357,0.0175921518306
开发,356,0.0175428740944
全,356,0.0175428740944
嘉靖,352,0.0173457631495
段,352,0.0173457631495
事业,352,0.0173457631495
医学,352,0.0173457631495
诚信,351,0.0172964854133
郡,350,0.0172472076771
街,350,0.0172472076771
共,348,0.0171486522046
画,348,0.0171486522046
数,347,0.0170993744684
始,347,0.0170993744684
e,346,0.0170500967322
学生,346,0.0170500967322
江西,345,0.017000818996
梁,344,0.0169515412598
博物馆,343,0.0169022635235
可能,342,0.0168529857873
新安江,342,0.0168529857873
目,342,0.0168529857873
专家,340,0.0167544303149
尚,340,0.0167544303149
百姓,340,0.0167544303149
传,339,0.0167051525787
进士,338,0.0166558748424
理,337,0.0166065971062
帮,336,0.01655731937
且,336,0.01655731937
等等,335,0.0165080416338
万历,334,0.0164587638976
第二,334,0.0164587638976
月,333,0.0164094861613
"。
徽州",333,0.0164094861613
庄,333,0.0164094861613
服务,331,0.0163109306889
户,331,0.0163109306889
之中,331,0.0163109306889
现代,331,0.0163109306889
世纪,330,0.0162616529527
死,329,0.0162123752165
村民,329,0.0162123752165
句,328,0.0161630974802
文献,327,0.016113819744
创新,326,0.0160645420078
称为,326,0.0160645420078
城市,326,0.0160645420078
家乡,326,0.0160645420078
创造,325,0.0160152642716
花,325,0.0160152642716
加,325,0.0160152642716
政治,324,0.0159659865354
保存,323,0.0159167087991
促进,323,0.0159167087991
浙江,323,0.0159167087991
头,322,0.0158674310629
递,322,0.0158674310629
南宋,321,0.0158181533267
反映,320,0.0157688755905
了解,319,0.0157195978543
文章,319,0.0157195978543
往往,319,0.0157195978543
特点,318,0.015670320118
非,317,0.0156210423818
广,317,0.0156210423818
地理,316,0.0155717646456
进入,316,0.0155717646456
盘,315,0.0155224869094
史,315,0.0155224869094
河,314,0.0154732091731
国际,314,0.0154732091731
o,314,0.0154732091731
远,314,0.0154732091731
请,314,0.0154732091731
呈,314,0.0154732091731
法,313,0.0154239314369
北,313,0.0154239314369
雕,311,0.0153253759645
方言,310,0.0152760982283
大学,309,0.015226820492
古道,309,0.015226820492
学校,309,0.015226820492
文明,308,0.0151775427558
能够,308,0.0151775427558
话,307,0.0151282650196
日本,306,0.0150789872834
陶,306,0.0150789872834
独特,306,0.0150789872834
面,305,0.0150297095472
刘,305,0.0150297095472
看到,305,0.0150297095472
考,305,0.0150297095472
众多,305,0.0150297095472
捐,304,0.0149804318109
放,303,0.0149311540747
基本,302,0.0148818763385
20,302,0.0148818763385
后人,302,0.0148818763385
鲍,302,0.0148818763385
先后,301,0.0148325986023
逐渐,300,0.0147833208661
德,299,0.0147340431298
民族,298,0.0146847653936
出版,297,0.0146354876574
参加,297,0.0146354876574
原因,297,0.0146354876574
善,297,0.0146354876574
难,297,0.0146354876574
遂,296,0.0145862099212
坐,295,0.014536932185
竹,295,0.014536932185
华,294,0.0144876544487
结构,294,0.0144876544487
工艺,294,0.0144876544487
乡村,294,0.0144876544487
送,293,0.0144383767125
藏,293,0.0144383767125
籍,292,0.0143890989763
父亲,292,0.0143890989763
年代,292,0.0143890989763
知道,291,0.0143398212401
封建,291,0.0143398212401
单位,291,0.0143398212401
农民,290,0.0142905435039
风水,290,0.0142905435039
南京,290,0.0142905435039
茂荫,290,0.0142905435039
红,288,0.0141919880314
峰,288,0.0141919880314
庙,288,0.0141919880314
梅,287,0.0141427102952
观念,287,0.0141427102952
片,286,0.014093432559
积极,286,0.014093432559
关于,286,0.014093432559
利,285,0.0140441548228
作品,285,0.0140441548228
重点,285,0.0140441548228
支,285,0.0140441548228
听,284,0.0139948770865
有人,284,0.0139948770865
林,284,0.0139948770865
派,284,0.0139948770865
齐,284,0.0139948770865
人口,284,0.0139948770865
科学,283,0.0139455993503
最后,282,0.0138963216141
"。
“",282,0.0138963216141
公元,282,0.0138963216141
发,282,0.0138963216141
提高,281,0.0138470438779
万安,281,0.0138470438779
盐商,281,0.0138470438779
声,281,0.0138470438779
成立,281,0.0138470438779
方式,280,0.0137977661417
加强,280,0.0137977661417
成功,280,0.0137977661417
画派,280,0.0137977661417
没,279,0.0137484884054
风,279,0.0137484884054
方法,279,0.0137484884054
一带,279,0.0137484884054
礼,279,0.0137484884054
宋代,279,0.0137484884054
宣传,278,0.0136992106692
资本,278,0.0136992106692
大多,278,0.0136992106692
光,277,0.013649932933
部门,277,0.013649932933
共同,277,0.013649932933
存,277,0.013649932933
规模,277,0.013649932933
留下,276,0.0136006551968
流传,275,0.0135513774606
充分,275,0.0135513774606
众,275,0.0135513774606
现,275,0.0135513774606
干,275,0.0135513774606
具,274,0.0135020997243
旧,274,0.0135020997243
作者,274,0.0135020997243
生意,274,0.0135020997243
左,273,0.0134528219881
民俗,272,0.0134035442519
—,272,0.0134035442519
美国,272,0.0134035442519
份,271,0.0133542665157
n,271,0.0133542665157
位于,271,0.0133542665157
通,271,0.0133542665157
祭祀,271,0.0133542665157
所谓,270,0.0133049887795
文学,270,0.0133049887795
强,270,0.0133049887795
祖,270,0.0133049887795
努力,269,0.0132557110432
办,269,0.0132557110432
木雕,268,0.013206433307
游,268,0.013206433307
康熙,268,0.013206433307
老街,268,0.013206433307
著,268,0.013206433307
占,267,0.0131571555708
聚,267,0.0131571555708
交通,267,0.0131571555708
朝廷,267,0.0131571555708
范围,267,0.0131571555708
紫阳,267,0.0131571555708
层,266,0.0131078778346
篁墩,265,0.0130586000984
师,265,0.0130586000984
风格,265,0.0130586000984
来源,265,0.0130586000984
和谐,265,0.0130586000984
繁荣,264,0.0130093223621
老人,264,0.0130093223621
认识,264,0.0130093223621
弘扬,264,0.0130093223621
每年,264,0.0130093223621
常,263,0.0129600446259
行业,263,0.0129600446259
必,261,0.0128614891535
来到,260,0.0128122114173
贡献,260,0.0128122114173
条件,260,0.0128122114173
碑,259,0.012762933681
存在,259,0.012762933681
期间,259,0.012762933681
应该,258,0.0127136559448
指出,258,0.0127136559448
下来,257,0.0126643782086
住,257,0.0126643782086
春,257,0.0126643782086
树,257,0.0126643782086
类,256,0.0126151004724
性,256,0.0126151004724
化,256,0.0126151004724
全面,256,0.0126151004724
历代,255,0.0125658227362
治,255,0.0125658227362
天井,255,0.0125658227362
改革,255,0.0125658227362
兄弟,255,0.0125658227362
一生,255,0.0125658227362
贸易,255,0.0125658227362
京,254,0.0125165449999
系,254,0.0125165449999
意,253,0.0124672672637
半,253,0.0124672672637
篇,253,0.0124672672637
故居,253,0.0124672672637
目前,252,0.0124179895275
"。
在",252,0.0124179895275
医,252,0.0124179895275
满,252,0.0124179895275
天下,252,0.0124179895275
为主,251,0.0123687117913
苏州,251,0.0123687117913
算,251,0.0123687117913
光绪,251,0.0123687117913
领导,251,0.0123687117913
空间,250,0.0123194340551
比较,250,0.0123194340551
技术,250,0.0123194340551
灵,250,0.0123194340551
欲,250,0.0123194340551
求,250,0.0123194340551
山区,248,0.0122208785826
关注,248,0.0122208785826
墙,248,0.0122208785826
水口,248,0.0122208785826
子孙,247,0.0121716008464
很多,247,0.0121716008464
整个,246,0.0121223231102
胡雪,245,0.012073045374
学习,245,0.012073045374
浙,245,0.012073045374
徽剧,244,0.0120237676377
留,244,0.0120237676377
档案,243,0.0119744899015
渐,243,0.0119744899015
直接,243,0.0119744899015
金瓶梅,243,0.0119744899015
齐云山,242,0.0119252121653
开设,242,0.0119252121653
展示,242,0.0119252121653
赛,241,0.0118759344291
讲究,240,0.0118266566929
歙砚,240,0.0118266566929
产品,240,0.0118266566929
屋,239,0.0117773789566
i,239,0.0117773789566
领域,239,0.0117773789566
问,239,0.0117773789566
颇,239,0.0117773789566
末,238,0.0117281012204
歙州,238,0.0117281012204
教授,238,0.0117281012204
气,238,0.0117281012204
文字,238,0.0117281012204
县城,238,0.0117281012204
香,238,0.0117281012204
馆,238,0.0117281012204
变化,238,0.0117281012204
供,238,0.0117281012204
纸,237,0.0116788234842
说明,237,0.0116788234842
合,237,0.0116788234842
步,237,0.0116788234842
诚,237,0.0116788234842
园,236,0.011629545748
?,236,0.011629545748
定,235,0.0115802680118
内涵,235,0.0115802680118
母亲,235,0.0115802680118
从事,235,0.0115802680118
追求,234,0.0115309902755
房,234,0.0115309902755
式,234,0.0115309902755
带来,234,0.0115309902755
收藏,233,0.0114817125393
特征,233,0.0114817125393
家庭,232,0.0114324348031
考察,232,0.0114324348031
理论,232,0.0114324348031
儿子,232,0.0114324348031
言,231,0.0113831570669
意识,231,0.0113831570669
凡,231,0.0113831570669
秋,230,0.0113338793307
似,230,0.0113338793307
过去,230,0.0113338793307
幅,230,0.0113338793307
发达,230,0.0113338793307
手,229,0.0112846015944
道光,229,0.0112846015944
资,229,0.0112846015944
获得,228,0.0112353238582
观,228,0.0112353238582
宏村,228,0.0112353238582
项,227,0.011186046122
斋,227,0.011186046122
实现,226,0.0111367683858
生态,226,0.0111367683858
理念,226,0.0111367683858
井,226,0.0111367683858
著作,226,0.0111367683858
推动,226,0.0111367683858
最为,226,0.0111367683858
徽墨,226,0.0111367683858
第三,225,0.0110874906495
发生,225,0.0110874906495
胡氏,225,0.0110874906495
宽,225,0.0110874906495
金花,225,0.0110874906495
深入,224,0.0110382129133
广泛,224,0.0110382129133
优秀,224,0.0110382129133
铺,223,0.0109889351771
成就,223,0.0109889351771
继承,223,0.0109889351771
人员,223,0.0109889351771
如今,223,0.0109889351771
木材,222,0.0109396574409
相当,222,0.0109396574409
身,221,0.0108903797047
孝,221,0.0108903797047
明朝,220,0.0108411019684
文人,220,0.0108411019684
章,220,0.0108411019684
信息,219,0.0107918242322
村庄,219,0.0107918242322
进一步,219,0.0107918242322
革命,218,0.010742546496
古老,218,0.010742546496
儒家,218,0.010742546496
史料,218,0.010742546496
首先,217,0.0106932687598
整理,216,0.0106439910236
规划,216,0.0106439910236
取得,216,0.0106439910236
曾经,216,0.0106439910236
名人,216,0.0106439910236
完成,215,0.0105947132873
册,215,0.0105947132873
笔,215,0.0105947132873
甚,215,0.0105947132873
复,215,0.0105947132873
运,215,0.0105947132873
笔者,215,0.0105947132873
开展,215,0.0105947132873
珠算,214,0.0105454355511
突出,214,0.0105454355511
举行,214,0.0105454355511
届,214,0.0105454355511
臣,214,0.0105454355511
买,214,0.0105454355511
纷纷,214,0.0105454355511
科举,213,0.0104961578149
银,213,0.0104961578149
传说,212,0.0104468800787
集中,212,0.0104468800787
历,212,0.0104468800787
更加,212,0.0104468800787
情,212,0.0104468800787
坚持,212,0.0104468800787
升,211,0.0103976023425
兴,211,0.0103976023425
哲学,211,0.0103976023425
马,211,0.0103976023425
几乎,211,0.0103976023425
达到,211,0.0103976023425
形,211,0.0103976023425
徽班,211,0.0103976023425
技艺,210,0.0103483246062
t,210,0.0103483246062
统一,210,0.0103483246062
巷,210,0.0103483246062
形象,209,0.01029904687
根,208,0.0102497691338
选择,208,0.0102497691338
登,208,0.0102497691338
小学,208,0.0102497691338
双,208,0.0102497691338
值得,207,0.0102004913976
独,207,0.0102004913976
仁,206,0.0101512136614
强调,206,0.0101512136614
松,206,0.0101512136614
久,206,0.0101512136614
宅,205,0.0101019359251
杭,205,0.0101019359251
置,205,0.0101019359251
设计,204,0.0100526581889
景,204,0.0100526581889
造,204,0.0100526581889
流,204,0.0100526581889
亩,204,0.0100526581889
联系,204,0.0100526581889
场,204,0.0100526581889
乡约,204,0.0100526581889
家谱,203,0.0100033804527
支持,203,0.0100033804527
穿,203,0.0100033804527
模,203,0.0100033804527
节,203,0.0100033804527
公里,203,0.0100033804527
注重,203,0.0100033804527
率,203,0.0100033804527
功,203,0.0100033804527
装饰,202,0.00995410271648
渔,202,0.00995410271648
市委,202,0.00995410271648
编,202,0.00995410271648
发挥,202,0.00995410271648
徽菜,202,0.00995410271648
表演,201,0.00990482498026
游客,201,0.00990482498026
坑,201,0.00990482498026
谓,201,0.00990482498026
集团,201,0.00990482498026
古建筑,201,0.00990482498026
鱼鳞,201,0.00990482498026
a,201,0.00990482498026
爱,200,0.00985554724404
平,200,0.00985554724404
会议,200,0.00985554724404
具体,199,0.00980626950782
无法,199,0.00980626950782
清朝,198,0.0097569917716
柱,198,0.0097569917716
巨大,198,0.0097569917716
台,198,0.0097569917716
书法,197,0.00970771403538
祁门县,197,0.00970771403538
洗,197,0.00970771403538
庆,197,0.00970771403538
女,197,0.00970771403538
参与,196,0.00965843629916
使用,196,0.00965843629916
其实,196,0.00965843629916
工程,196,0.00965843629916
知识,196,0.00965843629916
程朱理学,196,0.00965843629916
典,195,0.00960915856294
精,195,0.00960915856294
完整,195,0.00960915856294
离,195,0.00960915856294
变,195,0.00960915856294
水平,194,0.00955988082672
农村,194,0.00955988082672
现象,194,0.00955988082672
科技,194,0.00955988082672
典型,194,0.00955988082672
昌,194,0.00955988082672
序,194,0.00955988082672
主张,194,0.00955988082672
构成,193,0.0095106030905
纪念,193,0.0095106030905
整体,193,0.0095106030905
人才,193,0.0095106030905
产,193,0.0095106030905
功能,193,0.0095106030905
辉煌,193,0.0095106030905
东南,192,0.00946132535428
创作,192,0.00946132535428
苏,192,0.00946132535428
重大,192,0.00946132535428
交流,192,0.00946132535428
长期,191,0.00941204761806
戴,191,0.00941204761806
风俗,191,0.00941204761806
一起,190,0.00936276988184
祁红,190,0.00936276988184
投资,190,0.00936276988184
寄,190,0.00936276988184
图册,190,0.00936276988184
落,189,0.00931349214562
舒,189,0.00931349214562
规定,189,0.00931349214562
祖先,189,0.00931349214562
演出,189,0.00931349214562
在线,188,0.0092642144094
完全,188,0.0092642144094
砖雕,188,0.0092642144094
婺源县,188,0.0092642144094
资金,188,0.0092642144094
运动,188,0.0092642144094
力量,188,0.0092642144094
大师,188,0.0092642144094
君子,188,0.0092642144094
班,187,0.00921493667318
谷,187,0.00921493667318
东西,187,0.00921493667318
鱼,187,0.00921493667318
区,187,0.00921493667318
契约,187,0.00921493667318
祭,187,0.00921493667318
神,187,0.00921493667318
数量,187,0.00921493667318
走向,187,0.00921493667318
开放,186,0.00916565893696
培养,186,0.00916565893696
版画,186,0.00916565893696
园林,186,0.00916565893696
社,185,0.00911638120074
盛,185,0.00911638120074
题,185,0.00911638120074
成果,185,0.00911638120074
企业,184,0.00906710346452
封,184,0.00906710346452
杨,184,0.00906710346452
建造,184,0.00906710346452
宗谱,184,0.00906710346452
核心,184,0.00906710346452
画家,184,0.00906710346452
现存,183,0.0090178257283
采用,183,0.0090178257283
决定,183,0.0090178257283
无不,183,0.0090178257283
终于,183,0.0090178257283
引,183,0.0090178257283
晋,183,0.0090178257283
工,183,0.0090178257283
真正,183,0.0090178257283
女人,182,0.00896854799208
专门,182,0.00896854799208
青,181,0.00891927025586
尺,181,0.00891927025586
恢复,181,0.00891927025586
行为,181,0.00891927025586
封建社会,181,0.00891927025586
骆驼,181,0.00891927025586
道路,181,0.00891927025586
程氏,180,0.00886999251964
儒学,180,0.00886999251964
明确,180,0.00886999251964
实,180,0.00886999251964
扩大,180,0.00886999251964
绿,180,0.00886999251964
竟,180,0.00886999251964
境内,180,0.00886999251964
嘉庆,179,0.00882071478342
因素,179,0.00882071478342
收,179,0.00882071478342
税,178,0.0087714370472
戏曲,178,0.0087714370472
只能,178,0.0087714370472
良好,177,0.00872215931098
公路,177,0.00872215931098
食,177,0.00872215931098
清末,176,0.00867288157476
坎,176,0.00867288157476
品,176,0.00867288157476
绝,176,0.00867288157476
体系,176,0.00867288157476
高度,176,0.00867288157476
财富,176,0.00867288157476
近代,175,0.00862360383854
主,175,0.00862360383854
赴,175,0.00862360383854
海,175,0.00862360383854
注意,175,0.00862360383854
拥有,175,0.00862360383854
回到,174,0.00857432610232
社会主义,174,0.00857432610232
程度,174,0.00857432610232
依然,174,0.00857432610232
物质,174,0.00857432610232
数百,173,0.0085250483661
承,173,0.0085250483661
赵,173,0.0085250483661
吾,173,0.0085250483661
系统,173,0.0085250483661
故乡,173,0.0085250483661
长江,173,0.0085250483661
起义,173,0.0085250483661
日报,172,0.00847577062988
现实,172,0.00847577062988
线,172,0.00847577062988
君,172,0.00847577062988
非物质,172,0.00847577062988
徐,172,0.00847577062988
仍然,172,0.00847577062988
中央,172,0.00847577062988
县志,172,0.00847577062988
人生,172,0.00847577062988
群众,172,0.00847577062988
套,172,0.00847577062988
忠,172,0.00847577062988
中叶,172,0.00847577062988
经验,171,0.00842649289366
获,171,0.00842649289366
举,171,0.00842649289366
可谓,171,0.00842649289366
些,171,0.00842649289366
说法,171,0.00842649289366
官府,171,0.00842649289366
实践,171,0.00842649289366
卖,170,0.00837721515744
阁,170,0.00837721515744
主席,170,0.00837721515744
清初,170,0.00837721515744
物,170,0.00837721515744
教,170,0.00837721515744
关,170,0.00837721515744
人类,169,0.00832793742122
潘,169,0.00832793742122
孩子,169,0.00832793742122
愿,168,0.008278659685
尤,168,0.008278659685
明末,168,0.008278659685
石雕,168,0.008278659685
遗存,168,0.008278659685
土,168,0.008278659685
法律,167,0.00822938194878
创办,167,0.00822938194878
塘,167,0.00822938194878
传播,167,0.00822938194878
接受,166,0.00818010421256
元年,166,0.00818010421256
咸丰,166,0.00818010421256
闻,166,0.00818010421256
不可,165,0.00813082647634
碗,165,0.00813082647634
举办,165,0.00813082647634
表示,165,0.00813082647634
后裔,165,0.00813082647634
分析,165,0.00813082647634
深厚,165,0.00813082647634
告诉,165,0.00813082647634
兼,164,0.00808154874012
组成,164,0.00808154874012
顶,164,0.00808154874012
牛,164,0.00808154874012
名字,164,0.00808154874012
崛起,164,0.00808154874012
命,164,0.00808154874012
迁徙,164,0.00808154874012
黄宾虹,164,0.00808154874012
能力,164,0.00808154874012
子弟,164,0.00808154874012
相互,164,0.00808154874012
尚书,163,0.0080322710039
寺,163,0.0080322710039
不知,163,0.0080322710039
以前,162,0.00798299326768
竞争,162,0.00798299326768
易,162,0.00798299326768
图案,162,0.00798299326768
不久,162,0.00798299326768
精美,162,0.00798299326768
书画,161,0.00793371553146
审美,161,0.00793371553146
唐代,161,0.00793371553146
横,161,0.00793371553146
属于,161,0.00793371553146
元璋,161,0.00793371553146
福,161,0.00793371553146
主任,161,0.00793371553146
深刻,160,0.00788443779524
做到,160,0.00788443779524
北宋,160,0.00788443779524
记者,160,0.00788443779524
特,160,0.00788443779524
30,160,0.00788443779524
盖,160,0.00788443779524
极为,160,0.00788443779524
