,delta,price,year,odometer,title,city
337,437.953905349,6500,2005,105000.0,2005 Toyota Camry LE - 105K Miles - Nothinhg to be done,2
338,324.014865558,9900,2010,106000.0,2010 Toyota Prius - Nothing to be done,2
339,-15.6441922771,14995,2012,43000.0,"2012 Toyota Prius Plugin hybrid, navigation, backup cam, new tires",2
340,-658.241894748,1700,1998,129000.0,1998 Toyota Camry LE LOW MILES,2
341,874.596021484,6800,2004,71000.0,2004 Toyota Camry LE LOW MILES (71K),2
342,1226.37910996,9900,2005,144000.0,*** 2005 Toyota 4 Runner LIMITED *** loaded *** clean car fax ***,2
343,-1473.83192672,4500,2007,96500.0,2007 Automatic Toyota Yaris Hatchback <100k miles,2
344,111.950021176,13999,2006,118000.0,2006 TOYOTA TACOMA **LIFTED** REGULAR CAB ONE OWNER,2
345,-584.16592478,2200,2001,120589.0,2001 Toyota Corolla,2
346,1724.64759932,15900,2011,54000.0,2011 Toyota Prius IV in great condition (GPS/leather),2
347,-1226.49794359,5990,2008,125513.0,2008 Toyota Prius Package #5,2
348,1408.89095975,16800,2012,35000.0,"2012 Toyota RAV4, 4 wheel drive, Power Moonroof, Alloy wheels",2
349,-938.032867819,6500,2009,95193.0,2009 TOYOTA COROLLA,2
350,1642.58962746,19000,2011,65335.0,2011 Toyota Sienna Van,2
351,1934.93279289,19100,2010,121000.0,2010 Toyota Tacoma TRD double cab,2
352,240.01739329,7900,2007,120000.0,2007 TOYOTA SIENNA LE(AWD),2
353,2774.24656895,13000,2004,113747.0,2004 Toyota Tundra,2
354,1731.18483889,9400,2007,83453.0,2007 toyota camry,2
355,-184.064213333,3500,2003,121000.0,"2003 Toyota Matrix-2 Wheel Drive. 121,000 Miles. Automatic.",2
356,-344.692451671,8300,2011,99000.0,2011 Toyota Corolla LE. Automatic.,2
357,-1040.95318624,10995,2007,114706.0,2007 Toyota 4 Runner SR5 EXCELLENT CONDITION,2
358,7364.06509984,26990,2010,74000.0,2010 TOYOTA 4RUNNER SR5 AWD,2
359,1068.79232914,14990,2010,60000.0,2010 TOYOTA RAV4 AWD,2
360,8216.97778143,17990,2010,74000.0,2010 TOYOTA VENZA AWD,2
361,4020.6947701,11990,2008,80000.0,2008 TOYOTA RAV 4 AWD,2
362,167.31632765,9500,2004,167379.0,2004 Toyota Tacoma,2
363,561.310043368,14500,2008,125723.0,2008 TOYOTA HIGHLANDER ONE OWNER,2
364,-2131.61626911,11000,2007,101431.0,2007 Toyota 4Runner SUV,2
365,565.75726557,7500,2007,118000.0,2006 Prius hatchback,2
366,-266.133458565,4700,2004,110213.0,2004 Toyota Corolla LE 4 cylinder 110k clean in good condition,2
367,439.237668013,7999,2008,119000.0,2008 Toyota Camry LE,2
368,716.958012615,14995,2012,30000.0,"2012 Toyota Camry SE, Leather, Moonroof, heated seats, 30K miles",2
369,768.587290927,7900,2006,105000.0,2006 Toyota Avalon XL,2
370,416.17121441,7850,2005,115000.0,2005 Toyota Highlander,2
371,-851.240193942,8499,2002,136000.0,2002 Toyota Tacoma,2
372,580.699277978,7800,2007,101000.0,2007 Toyota Camry SE,2
373,1276.99839588,13600,2013,35134.0,2013 Toyota Corolla LE w/ nav,2
374,139.003715388,6400,2004,79577.0,2004 Toyota Camry LOW miles,2
375,-1073.92177213,1700,2000,123700.0,2000 Toyota Camry Solara SLE V6,2
376,239.798194637,3900,1999,159000.0,99. toyota rav4,2
377,-1137.39243761,5200,2007,148000.0,2007 TOYOTA PRIUS NAVIGATION BACK UP CAMERA,2
378,283.861561688,5100,2005,126000.0,2005 Toyota Corolla LE - automatic- ac - power windows-,2
379,-181.528560681,16200,2012,45000.0,"2012 Toyota Rav4, new tires",2
380,-222.039106516,6900,2006,120940.0,2006 Toyota sienna LE 120k miles only ready to go,2
381,261.365596266,5500,2006,126000.0,2006 TOYOTA COROLLA LE,2
382,922.142620499,4495,2001,133000.0,2001 Toyota Camry one owner,2
383,-506.521011621,1500,1994,110000.0,"car for sale , Toyota Camry",2
384,643.872025554,10500,2009,52973.0,Toyota Camry LE 2009,2
385,-685.680978425,6995,2010,100000.0,2010 Toyota Corolla,2
386,8807.12271363,34950,2013,19000.0,2013 Toyota 4Runner Limited,2
387,-725.975025576,2995,2001,175000.0,2001 Toyota Avalon,2
388,-808.497492124,6995,2010,96000.0,2010 Toyota Corolla,2
389,490.783960609,14995,2007,138000.0,2007 Toyota FJ TRD Cruiser TRD SPECIAL EDITION,2
390,-230.891543091,850,1995,185000.0,1995 Toyota Corolla - $850,2
391,-154.631069605,2500,1999,132000.0,1999 toyota 132000MILES,2
392,259.297925023,6995,2002,180000.0,2002 Toyota Tacoma Double Cab 4x4,2
393,3358.53710676,17999,2010,69600.0,2010 Toyota Sienna Limited AWD Great Vehicle,2
394,417.080196747,1799,1996,122000.0,"1996 TOYOTA COROLLA V4 122,000 MILES I OWNER",2
395,-658.647053627,4200,2004,148000.0,2004 toyota camry le,2
396,93.8130963112,4500,2004,136000.0,2004 toyota corolla le low miles very reliable,2
397,-473.955032771,1900,2001,140368.0,2001 toyota corolla auto ready to go needs nothing,2
398,-1024.53983625,6500,2007,64000.0,Toyota Corolla 2007,2
399,409.370236406,4900,2003,108000.0,2003 TOYOTA CAMRY LE,2
400,-822.013506491,1500,1998,181000.0,1998 Toyota Camry,2
401,-49.5441706452,12400,2010,36900.0,2010 TOYOTA PRIUS 111,2
402,313.391457806,13500,2012,50000.0,2012 Toyota Camry LE w/ 50K -- New Tires! Mint!,3
403,-3293.5643377,7950,2004,116000.0,2004 Toyota 4runner v8,3
404,1565.60556755,7000,2005,165000.0,Toyota avalon 2005,3
405,-1808.52457145,34000,2014,36000.0,2014 Toyota Tundra 4WD V8,3
406,-833.96688164,2000,2000,130000.0,L@@K! 2000 TOYOTA CAMRY SOLARA,3
407,2314.75664316,14800,2004,79000.0,"""PRISTINE"" 2004 TOYOTA SEQUOIA SR5 (ONLY 79K, 4X4)",3
408,-161.58336532,3500,2001,120000.0,2001 TOYOTA CAMRY LE CLEAN RUNS GREAT GREAT GAS SAVER $3500 OBO,3
409,-228.966842607,1100,1997,134000.0,1997 Toyota Corolla,3
410,-389.448297201,9300,2009,77200.0,09 Toyota Camry 75K V6 (Florida Car),3
411,414.617690682,9999,2009,67000.0,2009 Toyota Camry LE - 67k miles - Black,3
412,317.761973579,3000,2000,160000.0,owner,3
413,-284.16592478,2500,2001,120000.0,****01 Toyota Corolla 2500*****,3
414,-1337.14762267,1100,1991,164000.0,1991 Toyota Camry,3
415,755.229581287,7999,2006,84500.0,TOYOTA CAMRY LE (2006) EXCELLENT CONDITION INSIDE& OUT! ONLY 84K MILES,3
416,-434.493888015,2000,2000,119000.0,2001 Toyota Corolla,3
417,702.018813672,8000,2005,89885.0,2005 Toyota Sienna XLE 89k Miles! Loaded - Leather - DVD! Mint!,3
418,-1520.44852417,5000,2007,111703.0,2007 Toyota Corolla S Low Miles - Mint! Sport,3
419,-767.217213902,14000,2015,9912.0,2015 Toyota Corolla LE Premium 9 k Miles! Mint!,3
420,-164.557521593,5900,2008,129000.0,2008 Toyota Matrix Xr,3
421,-123.791416211,4900,2001,117061.0,2001 TOYOTA RAV4 AWD,3
422,-601.551903167,2500,2002,120000.0,Car For sell,3
423,-2.0904274143,3000,2000,164000.0,2000 Toyota Celica,3
424,-800.063317167,1800,1999,174000.0,Toyota Camry / Solara,3
425,-564.618679263,4995,2006,188026.0,2006 TOYOTA SIENA AWD,3
426,-907.612311469,7200,2004,66279.0,LOW MILES 66k - 04 TOYOTA RAV,3
427,-232.589542623,7000,2007,59000.0,2007 Toyota Yaris,3
428,757.028165367,6995,2004,69000.0,2004 Toyota Camry LE 69K Miles,3
429,-339.303443368,4950,2001,151815.0,2001 Toyota Highlander V6 4WD,3
430,-659.892512649,5995,2004,72000.0,2004 Toyota Avalon XLS,3
431,672.623975092,7450,2008,89000.0,2008 Toyota Yaris S,3
432,-647.165924109,3300,2002,135000.0,Toyota Camry XLE,3
433,478.686847751,2000,1997,157500.0,1997 Toyota Corolla,3
434,-589.850290145,2900,2005,184000.0,2005 Toyota Matrix,3
435,-880.984646047,2200,2000,115000.0,Toyota Avalon 2000 GOOD AND CHEAP!,3
436,-2118.86218638,3200,2007,115000.0,TOYOTA YARIS 2007 $3200 OBO,3
437,397.074295094,6900,2005,111000.0,2005 Toyota Sienna XLE,3
438,199.091268326,8500,2009,105017.0,2009 Toyota Camry LE One Owner Clean Carfax,3
439,158.380248084,9990,2009,79644.0,2009 Toyota Camry LE Clean Carfax Low Miles,3
440,1612.82868172,10300,2006,135000.0,"2006 Toyota Highlander Hybrid Limited 4WD, Immaculate, Navigation",3
441,-276.815340389,5400,2005,145000.0,2005 toyota sienna,3
442,-387.691397859,1350,1996,120000.0,Toyota Avalon,3
443,-955.640946754,3150,2002,179100.0,2002 Toyota Avalon,3
444,-438.99824674,4000,2004,129000.0,2004 TOYOTA COROLLA FOR SALE,3
445,-1376.49840688,13200,2009,92080.0,2009 Toyota Highlander SUV w/92000 Miles,3
446,727.974895132,5100,2003,88234.0,03 toyota corolla,3
447,45.1844307174,3700,2003,136000.0,2003 TOYOTA COROLLA FOR SALE,3
448,1467.95155919,7500,2007,185000.0,2007 Toyota Avalon Limited V6 Very Clean,3
449,-752.117400325,8900,2008,47300.0,2008 Totota Solara Low Mileage!,3
450,745.846004319,7499,2006,128842.0,toyota sienna XLE 2006,3
451,1586.1743387,10500,2007,180500.0,2007 Toyota 4Runner,3
452,-265.653739519,7500,2003,131000.0,2003 toyota 4runner limited V8 4x4,3
453,3343.28040882,19700,2010,29519.0,2010 TOYOTA SIENNA XLE LIMITED,3
454,-681.815340389,4995,2005,145000.0,2005 Toyota sienna,9
455,-2730.7676938,3000,2003,71000.0,2003 Toyota Tacoma,9
456,229.536466609,3599,2001,174000.0,2001 Toyota Camry 4cylinder one owner no accident clean car-fax,9
457,-556.072891667,12999,2015,3300.0,2015 Toyota Yaris LE Mileage 7K miles Under Factory warranty,9
458,-1190.99747102,4799,2008,131000.0,2008 Toyota Corolla Le,9
459,-204.282437435,1700,2000,178000.0,2000 Toyota corolla,9
460,-436.797819693,4600,2008,160000.0,2008 Toyota Yaris,9
461,222.876804587,6900,2008,170000.0,2008 TOYOTA AVALON XLE LOADED Very Clean Special Offe,9
462,-1026.62436433,5699,2002,170000.0,2002 Toyota Tundra Limited,9
463,217.012226023,4299,2003,137000.0,2003 Toyota Camry XLE,9
464,926.206504538,6400,2009,135000.0,2009 Toyota Yaris,9
465,2184.87552832,17800,2008,95000.0,2008 TOYOTA TUNDRA LIMITED EDITION - EXCELLENT CONDITION,9
466,-769.738561595,4600,2005,138000.0,"05 TOYOTA PRIUS, 138k miles",9
467,460.511597846,4495,2001,106000.0,"2001 Toyota Camry 2nd owner AC, 4 CYL, Cruise, 106000 miles, runs like",9
468,-351.90354567,1950,2001,166153.0,Toyota Corolla 01' good shape,9
469,-987.919969344,4500,2005,124100.0,2005 Toyota Camry like new,9
470,-1512.98156903,6100,2007,103592.0,2007 Toyota Avalon XLS,9
471,374.331324381,4800,2004,133298.0,2004 Toyota corolla S,9
472,982.87932097,17000,2008,123000.0,2008 Toyota Tacoma pre runner V6,9
473,338.272215988,9900,2005,165000.0,2005 Toyota Tundra Crew Cab 4 Doors Automatic,9
474,-625.83892687,9500,2012,67000.0,2012 Toyota Corolla Clean Title,9
475,1256.29684332,16500,2007,129000.0,2007 Toyota fj cruiser,9
476,-249.444962541,2750,2007,185000.0,2007 Toyota Yaris Hatchback Blazing Blue,9
477,-4271.87363312,6299,2010,71000.0,2008 Toyota Prius,9
478,-2483.98942763,6299,2008,71000.0,2008 TOYOTA PRIUS,9
479,287.615081256,4400,2003,129000.0,"2003 Toyota Camry ,129 k,clean tittle",9
480,11.11410368,4500,2004,104000.0,2004 toyota matrix,9
481,287.615081256,4400,2003,129156.0,Toyota Camry low miles LIMITED,9
482,1145.14838081,9900,2009,85000.0,"2009 Toyota Camry XLE """"""""""""""""Negotiable""""""""""""""""""""""",9
483,-738.032867819,6700,2009,95000.0,2009 toyota corolla,9
484,-874.467409918,4500,2005,101250.0,2005 Toyota Corolla low milage,9
485,-1526.3493645,7300,2007,50600.0,"2007 Toyota Camry, 50k miles",9
486,348.10224531,7700,2009,128000.0,2009 toyota camry,9
487,-428.351174743,8900,2010,55000.0,2010 Toyota Corolla....cheapest w/ lowest miles,9
488,-914.782067293,6999,2009,119000.0,2009 Camry,9
489,-1172.76689142,5200,2007,130000.0,2007 toyota camry very good condition,9
490,-1187.43075566,4700,2006,146830.0,2005 Toyota Camry LE 146K miles great condition- see pics,9
491,426.666154117,7950,2010,108000.0,2010 Toyota Corolla LE **EXCEL. COND**,9
492,-1254.81556928,2400,2003,136000.0,toyota corolla 2003,9
493,-654.851619188,8100,2009,90800.0,2009 Toyota Camry,9
494,-777.777243879,900,1993,180000.0,se vende toyota camry 93,9
495,-431.921285289,5200,2007,182000.0,"Toyota Camry '07, LE",9
496,-10555.8805495,7999,2008,33035.0,2008 Toyota Tacoma Super Low 30k miles!!!,9
497,-841.535060569,3200,2001,137000.0,toyota avalon 2001,9
498,-521.43534149,3499,2003,185000.0,VERY NEAT 2003 TOYOTA SIENNA,9
499,-1939.94887465,5300,2009,148500.0,2009 Toyota prius,9
500,75.7102286315,7900,2010,91000.0,2010 Toyota Corolla,9
501,54.812147165,5700,2001,92000.0,Clean 2001 Toyota Highlander,9
502,-485.621331912,3500,2002,183963.0,2002 Toyota Avalon XLS,9
503,2362.0190068,11500,2007,98178.0,2007 Toyota Highlander Hybrid,9
504,4432.19092066,15000,2003,101365.0,2003 Toyota Tacoma 4x4,9
505,-953.184621785,6900,2010,83000.0,2010 Toyota corolla,9
506,1059.61588281,9975,2008,89950.0,2008 Toyota Avalon / limited (Milage 89950),9
507,-1828.05658603,3500,2005,150000.0,2005 TOYOTA PRIUS,9
508,-1212.73263683,3699,2003,105100.0,2003 Toyota Sienna LX 105 miles only !!!,9
509,-244.332698054,4500,2002,111000.0,2002 Toyota Sienna!!!!! Super good car!!,9
510,-2397.66210355,5700,2001,147400.0,toyota tacoma 2001,9
511,-602.984140529,2100,1999,127000.0,1999 Toyota Camry,9
512,-155.458227255,4999,2006,130000.0,2006 TOYOTA COROLLA A S!!! SPECIAL PRICE!!!!,9
513,-556.072891667,12999,2015,3200.0,2015 Toyota Yaris LE Mileage 3K miles under Factory warranty,9
514,-403.088204696,15999,2015,3500.0,2015 Toyota Camry SE Mileage 3K miles,9
515,-1060.52353531,11850,2012,74012.0,2012 TOYOTA CAMRY,9
516,194.091268326,8495,2009,103000.0,2009 Toyota Camry LE,9
517,-556.072891667,12999,2015,3300.0,2015 Toyata Yaris LE mileage 3K miles under factory warranty,9
518,-424.982122768,12700,2011,62700.0,2011 Toyota Prius HB Hybrid,9
519,-2622.70994837,7100,2010,59100.0,2010 Toyota Yaris,9
520,-758.434535082,4500,2005,150000.0,"2005 TOYOTA CAMRY LE - 150k+, BLUE. $4500 OBO",9
521,5.08387508765,7900,2009,117000.0,2009 Toyota Camry SE.,9
522,-1425.14480745,7300,2009,50000.0,2009 Toyota corolla S. omo,9
523,-194.390596322,5800,2003,148000.0,"2003 TOYOTA SEQUOIA SR5, 2WD, V8",9
524,-224.6033122,6800,2002,122500.0,Toyota Sequoia 2002 Limited,9
525,-2026.39983057,8650,2010,140000.0,2010 Toyota RAV4,9
526,1398.42131006,20000,2015,7500.0,2015 TOYOTA CAMRY,9
527,-988.162255023,5300,2006,123637.0,Toyota Prius,9
528,154.821421851,8599,2001,119120.0,~~2001 TOYOTA TACOMA~~low miles!! $$$$$,9
529,480.175051744,7399,2007,119000.0,2007 TOYOTA CAMRY LE 4 CYLINDER,9
530,928.273483661,7999,2007,110200.0,2007 Toyota Camry LE 4 cylinder low mileage,9
531,3066.08036472,17800,2010,77812.0,Toyota Sienna,9
532,317.582165516,6999,2004,182000.0,2004 Toyota 4Runner limited one owner,9
533,-610.111669732,700,1996,174935.0,96' toyota camry 2.2 4cyl,9
534,35.381846109,4000,2002,131000.0,2002 Toyota Camry XLE Low miles Clean title excellent condition,9
535,-694.074107401,3700,2004,189000.0,TOYOTA CAMRY 2004,9
536,-1581.2557448,2900,2003,160000.0,2003 Toyota matrix,9
537,1150.01109602,3400,1998,160000.0,1998 Toyota Camry Very Clean,9
538,130.614346877,1850,1995,88650.0,1995 Toyota Corolla only 88650 miles what cold a/c,9
539,-3481.44859884,9900,2012,56876.0,2012 Toyota camry LE CALL Ron Carboni,9
540,-1137.21467394,10900,2014,16457.0,Toyota corolla LE Call Ron Carboni,9
541,80.4019640289,4900,2003,114000.0,2003 Toyota camry Le,9
542,-556.072891667,12999,2015,3300.0,2015 Toyota Yaris LE Mileage 3K miles under factory warranty,9
543,-403.088204696,15999,2015,3200.0,2015 Toyota Camry SE Mileage 3K miles,9
544,-556.072891667,12999,2015,3300.0,2015 Toyota Yaris LE mileage 3K miles under factory warranty,9
545,-112.384918744,4000,2003,131000.0,Selling 2003 Toyota Camry,13
546,-361.121401499,1200,1994,185236.0,toyota camry,13
547,577.652396169,19900,2013,1500.0,2013 PRIUS V FIVE LIKE NEW 1.5K MILES PRICE REDUCED !!!!!,13
548,5229.99283944,14500,2008,66000.0,2008 Toyota Camry low miles,13
549,-287.026712167,1500,1998,147700.0,1998 Toyota Corola,13
550,96.275926895,4800,2005,136000.0,Toyota corolla 2005 LE,13
551,-485.3840076,1000,1995,122000.0,TOYOTA CAMRY XLE 1995 122k Miles,18
552,726.550884912,6500,2007,182000.0,2007 Toyota Prius Touring Pkg 6 Leather,18
553,1469.9518561,8000,2004,128103.0,2004 Toyota Sequoia SR5,18
554,886.217932707,8800,2009,119000.0,TOYOTA CAMRY 2009,18
555,-1090.598676,6550,2007,85000.0,2007 Toyota Camry,18
556,-339.752359866,10500,2010,70000.0,2010 Toyota Prius Silver,18
557,1313.10348314,14200,2004,113500.0,Tacoma - Double Cab - 4x4,18
558,-191.076696551,5950,2005,40500.0,2005 Toyota Corolla,18
559,-526.54419465,14200,2004,113000.0,Tacoma Double Cab - 4x4 - Low Miles,18
560,-1248.67966956,7900,2010,35000.0,"2010 Toyota Corolla LE, LOW 35K Original Miles, Passed Emissions",18
561,1240.92884815,11500,2008,62400.0,2008 Toyota Camry - Immaculate!,18
562,-1605.39054236,7500,2010,80234.0,2010 Toyota Corolla,18
563,1712.0430853,3500,1999,180000.0,(MUST SEE TO BELIEVE) 1999 Toyota Corolla - Garaged Since New,18
564,-1499.62405072,4200,2006,142000.0,Selling my 2006 Toyota Camry,18
565,-854.851619188,7900,2009,88770.0,Toyota Camry Le 2009,18
566,223.0501288,2500,1994,143500.0,1994 Toyota Camry...low miles,18
567,-52.1318977224,15900,2012,38118.0,2012 TOYOTA RAV4 LOW MILES 38K,18
568,-278.160123886,6500,2004,130800.0,2004 Toyota Highlander - 1 Owner - Dealership Maintained,18
569,-2182.66056749,4250,2007,85123.0,toyota corolla matrix 2007,18
570,899.53300628,10000,2003,167000.0,2003 tacoma supercharged 4x4 manual,18
571,317.78102528,2500,1994,82000.0,Toyota corolla,18
572,247.224571354,2000,1991,180000.0,1991 Toyota Cressida *SE HABLO ESPANOL*,18
573,-1793.97538609,12900,2007,133400.0,2007 Toyota FJ cruiser 4X4,18
574,3285.16469398,36000,2015,9800.0,Toyota tacoma 4X4 TRD OFF road,18
575,-1314.74462534,2900,2002,117000.0,2002 Toyota Prius Hybrid,18
576,-1381.40717372,3500,2005,120000.0,2005 Toyota Corolla For Sale,18
577,-2910.52353531,10000,2012,74000.0,2012 Toyota Camry SE,18
578,-2910.52353531,10000,2012,74000.0,2012 Toyota Camry SE,18
579,4097.26133127,12000,2001,178000.0,Good opportunity,18
580,3945.69771543,22900,2010,69500.0,2010 Toyota Tacoma pre runner crewcab,18
581,1735.3862146,8000,2007,148300.0,2007 Camry for Sale by Owner,18
582,2180.26616384,16500,2008,96000.0,2008 TOYOTA HIGHLANDER LIMITED 4WD,18
583,190.140549447,9000,2004,148888.0,Toyota 4 runner 2004 limited,18
584,675.151406884,6950,2009,135200.0,2009 Toyota Corolla S,18
585,670.648825257,9999,2010,54612.0,2010 Toyota corolla le first owner,18
586,-16.6985959128,7995,2008,154600.0,2008 Toyota RAV4 V6 ***MUST SELL***,18
587,-7327.34760383,11995,2014,1000.0,2014 toyota prius C,18
588,2437.77951837,13900,2012,104825.0,2012 Toyota Prius Package 5 One Owner Warranty Lowest Priced,18
589,863.947169821,39500,2014,10600.0,2014 Toyota FJ Cruiser **One of A Kind**,18
590,2170.32219188,13900,2010,57020.0,2010 Toyota Prius Only 57K Actual Miles Certified Toyota Warranty,18
591,-664.756789455,4100,2006,155000.0,2006 Toyota corolla S,18
592,1848.45889138,11900,2010,85201.0,2010 Toyota Prius II Clean Title Certified Lowest Priced,18
593,4324.01486556,13900,2010,104901.0,2010 Toyota Prius Package 5 1 Owner Lowest Priced,18
594,-4636.24743693,9999,2012,15000.0,2012 toyota prius C,18
595,3130.19901289,19995,2009,71000.0,2009 Toyota Highlander,18
596,549.327267951,7995,2010,128000.0,2010 TOYOTA MATRIX,18
597,-372.857379501,3200,2001,129000.0,Vendo toyota camry 2001 ttulo,18
598,-277.539093975,1550,1998,130000.0,1998 toyota corolla 5-speed,18
599,-3795.60542332,5800,2006,165000.0,2006 TOYOTA TUNDRA SINGLE CAB V6 A/C 4 SPEED/AUTOMATIC CD CLEAN TR,18
600,-3807.46730408,5500,2004,158100.0,"2004 Toyota Tundra, 4 door extended cab, cold ac, clean inside,auto",18
601,1063.73735485,17500,2008,118000.0,2008 Toyota Tacoma,18
602,6307.07078175,19900,2011,70000.0,2011 toyota avalon limited,18
603,-1160.1771307,11900,2006,46000.0,2006 toyota sequoia 4wd,18
604,1680.35756567,8995,2006,102000.0,2006 Toyota Solara SLE Convertible! Gorgeous! Loaded!,18
605,-1421.02836853,7900,2008,59000.0,08 toyota toyota,18
606,-875.626219239,6700,2004,143000.0,2004 Tundra Access cab v8 2wd,0
607,227.142620499,3800,2001,131000.0,Toyota Camry 2001,0
608,-199.243480977,8500,2006,98000.0,** Price Reduced** 2006 Toyota Highlander 4 Cyclinder,0
609,-769.410667385,6800,2007,112000.0,2007 Toyota Camry,0
610,-320.401263105,3400,2002,162000.0,2002 toyota Camry LE autom 4 cyl,0
611,-77.3975122384,7950,2006,120100.0,2006 Toyota Highlander 2.4L / ACCIDENT FREE,0
612,-1940.81596475,13500,2014,56800.0,"2014 Toyota Camry SE, Automatic - $13500",0
613,457.637917824,6990,2007,138800.0,"2007 Toyota Camry XLE, Automatic",0
614,717.382827707,5300,2005,143000.0,"2005 Toyota Corolla LE, Automatic",0
615,-941.858765782,3800,2004,146231.0,2004 TOYOTA CELICA GT AUTOMATIC,0
616,908.18966389,17999,2011,150000.0,Toyota Tundra,0
617,156.626836377,2200,2000,154000.0,Toyota Corolla 2000 automatic 154.000 miles price firm,0
618,1150.42572072,6998,2005,135300.0,2005 TOYOTA SIENNA LE ONE OWNER,0
619,-3424.57873986,9499,2011,80000.0,2011 toyota CAMRY * IMMACULATE * clean carfax *,0
620,-91.6855826789,14000,2008,144690.0,2008 Toyota highlander,0
621,-264.756789455,4500,2006,153091.0,2006 Toyota Corolla,0
622,532.071794472,16500,2007,111479.0,2007 Toyota Tundra,0
623,1257.02551631,3800,2001,142186.0,2001 TOYOTA COROLLA,0
624,-1668.49135283,8900,2011,107284.0,Great Deal on 2011 Toyota Camry LE! Flexible Financing Available!!!!,0
625,886.615081256,4999,2003,129300.0,Toyota Camry 2003 for sale 129K miles,0
626,74.3381149386,6400,2007,136500.0,2007 Toyota Camry,0
627,125.245812297,6000,2003,181000.0,2003 Toyota Sequoia,0
628,-716.936255932,8900,2010,104000.0,2010 TOYOTA CAMRY LE WITH LOW MILEAGE,0
629,4468.78270432,8000,1993,128650.0,1993 Toyota MR2 Turbo Gen3 Swap,0
630,567.724469085,19900,2009,90222.0,"2009 TOYOTA FJ CRUISER ""BURGUNDY"" LOW MILES MUST SELL!!!",0
631,10599.8413121,22000,2008,11226.0,"2008 Toyota Sienna Van (11,000 Miles)",0
632,677.905562872,10500,2010,111500.0,Toyota Prius 4,0
633,7337.91195067,39988,2015,39000.0,2015 Toyota 4Runner Limited,0
634,448.182474777,8200,2005,135000.0,2005 TOYOTA HIGHLANDER,0
635,4646.76717428,14300,2010,63500.0,Toyota Venza 2010 - Car for sale,0
636,-298.421154177,3850,2001,140000.0,2001 Toyota Sienna Le,0
637,450.111710393,18500,2013,36543.0,2013 toyota rav4 xle 36543 miles 1 owner 0 accident,0
638,779.357290035,7700,1995,183463.0,1995 Toyota Land Cruiser,0
639,338.56083982,7200,2008,145000.0,2008 TOYOTA PRIUS,0
640,-286.161935352,6500,2005,70000.0,2005 Camry LE-70K miles !Excellent Running Condition,0
641,997.43023996,6750,2008,147000.0,2008 Toyota Corolla CE,0
642,-589.198486964,6700,2009,129557.0,2009 Toyota Camry,0
643,2041.71511117,7995,2007,157000.0,2007 Toyota Camry XLE V6 1 CAR OWNER,0
644,575.532590082,5950,2005,106000.0,"2005 TOYOTA COROLLA / 106K / BLUETOOTH, ALPINE STEREO, SUBWOOFER",0
645,271.36153699,5700,2001,142664.0,2001 TOYOTA SEQUIOA,0
646,-292.787946292,13500,2006,116000.0,2006 Toyota Tacoma sr5 prerunner,0
647,602.16253813,7100,2006,132474.0,2006 Toyota Avalon Touring,15
648,263.63545966,13000,2012,68000.0,Toyota Camry 2012,15
649,-683.787705364,1995,1999,172000.0,1999 Toyota Camry LE,15
650,2284.00942953,17500,2013,51144.0,2013 Toyota Camry Hybrid XLE,15
651,-239.175276624,3000,2000,131000.0,Red 2000 Toyota Celica GT,15
652,1095.9262944,10999,2011,144000.0,2011 TOYOTA PRIUS .CLEAN TITLE.CLEAN CARFAX.LIKE NEW.ALL ORIGINAL,15
653,0.316916925059,2700,2000,174000.0,2000 Toyota Camry for $2700 OBO,15
654,-1762.04609465,4300,2005,105000.0,"2005 TOYOTA CAMRY LE SEDAN 105,000 MILES MINT CONDITION",15
655,-2766.38656653,5399,2008,84000.0,2008 Prius TOYOTA HyBrid Low Miles Immaculate Condition Must See,15
656,-657.1541944,4300,2004,139324.0,toyota camry 2004,15
657,2325.62778155,11000,2004,144000.0,2004 Tocoma Prerunner V6 TRD,15
658,590.460115706,9800,2002,144000.0,Toyota tacoma,15
659,-788.428364748,6900,2003,167500.0,2003 TOYOTA 4RUNNER SR5,15
660,9831.74484693,27500,2011,51000.0,2011 TOYOTA HIGHLANDER SPECIAL EDITION 3.5 V6,15
661,203.452272162,6400,2007,98000.0,"2007 Corolla,LE,98k Miles,Smoged,Like New",15
662,4523.52841113,17000,2006,138000.0,2006 Tacoma 4x4 manual with lift and rear locking diff,15
663,799.782176959,7000,2001,141200.0,Clean,15
664,-23.0016041223,12300,2013,40645.0,2013 toyota corolla le,15
665,-4519.1216198,10200,2006,70000.0,Toyota tundra 2006,15
666,-1414.14958392,2200,2002,175000.0,2002 Toyota Camry,15
667,-1438.33284957,4600,2006,16200.0,2006 Toyota Camry,15
668,-352.760595839,15900,2006,105000.0,2006 toyota tacoma,15
669,-2580.27798001,3500,2003,73000.0,2003 Toyota Tacoma 4cl 5speed Clean Title,15
670,36.2517186909,3900,2003,186000.0,Reliable 2003 Toyota Prius,15
671,-597.693230638,8500,2010,50000.0,2010 Toyota Corolla LE,15
672,-347.54624818,15495,2013,59000.0,2013 Toyota Prius III Solar Panel Navigation Clean Title,15
673,-156.033380776,6200,2005,113800.0,Toyota Camry LE - 2005,15
674,-1117.16989594,3700,2000,125000.0,2000 toyota 4runner,15
675,2918.21421253,15499,2014,20511.0,2014 TOYOTA COROLLA LE SILVER,15
