url,token title,flag
http://cul.anhuinews.com/system/2010/04/12/002796571.shtml,"14 、 他们 好像 什么 都 懂 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796574.shtml,"12 、 诚惶诚恐 高山仰止 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796578.shtml,"10 、 秘书 也 是 个 “ 腕儿 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796581.shtml,"9 、 不要 以 人 划线 ， 也 不必 抱成一团 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796596.shtml,"8 、 在家 很 容易 感到 有愧 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796614.shtml,"7 、 不要 以为 “ 干 好 了 就 不 是 人 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796616.shtml,"6 、 识 人 应做 “ 二郎神 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796639.shtml,"3 、 强将 手下无弱兵-老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796640.shtml,"2 、 办事 要 学 做 “ 变形金刚 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/12/002796641.shtml,"1 、 入门 要 学会 “ 爬格子 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810358.shtml,"74 、 见 微 未必 知 著 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810375.shtml,"73 、 一 夜 之间 出现 个 “ 小康村 ” - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810379.shtml,"70 、 歪 瓜 裂 枣 与 冰糖葫芦 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810381.shtml,"68 、 何必 自寻烦恼 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810407.shtml,"57 、 熬出头 的 媳妇 会当婆 ？ - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810409.shtml,"56 、 何苦 掏 学生 腰包 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810411.shtml,"55 、 受惠 最 多 不 一定 意见 最 少 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810440.shtml,"54 、 摇橹 的 与 背纤的-老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810442.shtml,"53 、 外面 何人 击 户 ？ -老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810444.shtml,"52 、 不要 下达 无法 执行 的 命令 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810475.shtml,"51 、 谣言 与 身价 相等 - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810478.shtml,"50 、 活 得 潇洒 与 活 得 够 累 -老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/04/16/002810488.shtml,"49 、 办事 非得 有 “ 天线 ” ？ - 老M 神侃 -
",neg
http://cul.anhuinews.com/system/2010/05/25/002996665.shtml,"谱写 中国 农民工 奋斗史 诗 见证 底层 人物 创业 历程 - 农民工 -
",neg
http://cul.anhuinews.com/system/2010/09/06/003349141.shtml,"电影 《 农民工 》 获 “ 金 麦穗 奖 ” - 电影 -
",neg
http://cul.anhuinews.com/system/2010/11/08/003440206.shtml,"刘 政屏 《 倾听 合肥 》 面世 - 合肥 -
",neg
http://cul.anhuinews.com/system/2010/11/17/003469618.shtml,"赖 少 其 艺术馆 入选 《 中国 美术馆 概览 》 - 美术馆 -
",neg
http://cul.anhuinews.com/system/2010/12/06/003526527.shtml,"安徽省 首 届 动漫 大赛 C O S P L A Y 总决赛 举行 - 动漫 -
",neg
http://cul.anhuinews.com/system/2010/12/06/003526535.shtml,"澳门 乐团 首访 安徽 交响音乐会 举行 ( 图 ) - 举行 -
",neg
http://cul.anhuinews.com/system/2010/12/13/003547716.shtml,"黄山 景 魂 咏 黄山 - 黄山 -
",neg
http://cul.anhuinews.com/system/2010/12/14/003550997.shtml,"安徽 黄梅戏 羊城 有 知音 - 黄梅戏 -
",neg
http://cul.anhuinews.com/system/2010/12/16/003562737.shtml,"赖 少 其 艺术馆 两 项目 获 全国 首 届 优秀 学术 研究 成果奖 - 赖 少其-
",neg
http://cul.anhuinews.com/system/2010/12/21/003584176.shtml,"破译 大师 的 心灵 密码 《 严 凤 英 》 在 肥 首演 获 成功 ( 图 ) - 严 凤 英 -
",neg
http://cul.anhuinews.com/system/2011/01/09/003649111.shtml,"许辉 中短篇小说 学术 研讨会 召开 - 许辉 -
",neg
http://cul.anhuinews.com/system/2011/01/22/003693059.shtml,"3 D 全息 黄梅戏 舞台剧 《 牛郎织女 》 本月 19 号 上演 - 牛郎织女 -
",neg
http://cul.anhuinews.com/system/2011/01/22/003693773.shtml,"《 牛郎织女 》 精彩 剧照 --
",neg
http://cul.anhuinews.com/system/2011/01/31/003720536.shtml,"3 D 黄梅 《 牛郎织女 》 贺 新年 - 牛郎织女 -
",neg
http://cul.anhuinews.com/system/2011/03/28/003883596.shtml,"丫山风 景区 未来 可能 地 跨 三 市 （ 图 ） - 风景 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892165.shtml,"安 师大 将 立 孔子 铜像 - 孔子 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892171.shtml,"滁州 “ 千 年 古墓 ” 昨被 请出 地面 （ 图 ） - 滁州 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892198.shtml,"我省 首 届 大学生 创意 设计 大赛 报名 结束 - 大赛 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892199.shtml,"财政 “ 真金 白银 ” 助 演艺 院 团 改革 - 演 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892224.shtml,"“ 石 人 ” 何 前 山 家乡 开馆 展 奇石 （ 图 ） - 展 -
",neg
http://cul.anhuinews.com/system/2011/03/30/003892236.shtml,"徽 元素 将 亮相 意大利 黄梅戏 成 安徽 "" 首席 代言人 ""-徽-
",pos
http://cul.anhuinews.com/system/2011/05/04/004005848.shtml,"老师 徐 竟高 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004005906.shtml,"童年 零碎 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004005909.shtml,"乡下 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004005910.shtml,"挑着 棉衣 上 北京 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004005985.shtml,"母亲 进城 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006011.shtml,"贺 大 丫头 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006014.shtml,"木工 叶 子扃 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006024.shtml,"奇人 大 冯 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006027.shtml,"午后 的 黄蜂 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006039.shtml,"我 为什么 写 《 一 “ 汪 ” 情 深 ： 回忆 汪 曾祺 先生 》 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006061.shtml,"无比的 寂寞 和 苍凉 ―― 悼林斤澜 先生 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006065.shtml,"机遇 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006068.shtml,"偶 得 之 书 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006070.shtml,"盛夏 读 书记 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006074.shtml,"两 个 青年 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006082.shtml,"云片糕 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006094.shtml,"趣 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006187.shtml,"冲淡 为 衣 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006202.shtml,"契诃夫 教 我 记 手记 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006206.shtml,"有关 季 先生 的 趣事 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006227.shtml,"福山路 3 号 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006231.shtml,"听 沈从文 说话 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006234.shtml,"两 篇 手稿 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006235.shtml,"秋天 阅读 的 画册 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006271.shtml,"三 、 从 喝酒 说 起 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006301.shtml,"一 、 从 夜访 说 起 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006334.shtml,"少年 与 洗澡 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006339.shtml,"少年 与 钓鱼 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006350.shtml,"少年 与 功夫 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006351.shtml,"少年 与 电影 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006382.shtml,"相亲 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006405.shtml,"乡村 纪事 之 二 ： 守 库 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006440.shtml,"涌动 的 泪 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006502.shtml,"蛇 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006514.shtml,"猪 腰子 、 《 一个 人 的 好 天气 》 及 其他 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006515.shtml,"气短 情 长 及 其他 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006525.shtml,"樱桃 肉 、 烩鱼羹 及 其他 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006529.shtml,"车子 、 孩子 、 妻子 和 娘 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006539.shtml,"我 的 金银花 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006543.shtml,"玻璃 女 孩 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006544.shtml,"离巢-苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006573.shtml,"精灵 般的 短 信 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006574.shtml,"阳朔 ： 从 历 村 到 燕 村 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006575.shtml,"你 早晨 街头 的 一些 风景 ―― 写给 澳门 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006585.shtml,"香港 细节 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006876.shtml,"雨 ・雪 ・雾 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006877.shtml,"天堂 里 没有 垃圾 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006878.shtml,"刮 鱼鳞 的 小姑娘 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006879.shtml,"美丽 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006880.shtml,"农林口 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/05/04/004006884.shtml,"那年 秋夜 - 苏北 -
",neg
http://cul.anhuinews.com/system/2011/09/05/004402234.shtml,"汪 南 兵 和 他 的 小楷 《 心经 》 --
",neg
http://cul.anhuinews.com/system/2011/09/14/004423050.shtml,"《 马英 九 家族 》 即将 出版 - 马英 九 家族 -
",neg
http://cul.anhuinews.com/system/2011/09/30/004465535.shtml,"高 云贵 藏 海内外 名人 名 家书 画 作品展 30日 开幕 - 援 藏 -
",neg
http://cul.anhuinews.com/system/2011/10/08/004474381.shtml,"五 省 版画 巡展 下月 来 肥 - 画 -
",neg
http://cul.anhuinews.com/system/2011/10/25/004505416.shtml,"安 意如 周末 来 肥 签 售 - 安 意如-
",neg
http://cul.anhuinews.com/system/2011/11/15/004571707.shtml,"文化 交流 “ 徽 ” 文章 - 徽 -
",pos
http://cul.anhuinews.com/system/2011/11/15/004571813.shtml,"安徽 馆 精彩 亮相 北京 文博会 - 文博 会 -
",neg
http://cul.anhuinews.com/system/2011/11/21/004584749.shtml,"纪念 程 长庚 诞辰 200 周年 座谈会 在 肥 召开 - 座谈会 , 程 长庚 -
",neg
http://cul.anhuinews.com/system/2011/11/22/004588982.shtml,"文房四宝 文化 旅游节 开幕 - 开幕 -
",neg
http://cul.anhuinews.com/system/2011/11/22/004588984.shtml,"安徽 召开 程 长庚 诞辰 200 周年 座谈会 - 座谈会 -
",neg
http://cul.anhuinews.com/system/2011/11/25/004596578.shtml,"徽墨 文房 博物馆 正式 开馆 - 徽墨 -
",pos
http://cul.anhuinews.com/system/2011/12/09/004627168.shtml,"首 届 安徽 “ 鼓书 ” 曲艺 大赛 10日 举行 - 鼓书 -
",neg
http://cul.anhuinews.com/system/2011/12/14/004637536.shtml,"安徽 “ 鼓书 ” 曲艺 大赛 拉开 帷幕 - 鼓书 -
",neg
http://cul.anhuinews.com/system/2012/02/01/004738212.shtml,"绩溪县 成立 徽墨 协会 - 徽墨 -
",pos
http://cul.anhuinews.com/system/2012/04/10/004893711.shtml,"著名 书法家 吴 雪 为 万 茶 城 题写 站名
",neg
http://cul.anhuinews.com/system/2012/04/25/004922176.shtml,"君子 花 开 - 君子兰 -
",neg
http://cul.anhuinews.com/system/2012/05/11/004952276.shtml,"荠菜 飘香 母爱 深深 - 母爱 -
",neg
http://cul.anhuinews.com/system/2012/05/29/004986982.shtml,"当代 企业 的 应有 自觉 与 担当 读 安徽省 电力 公司 《 社会 责任 实践 报告 （ 2011 ） 》 - 企业 -
",neg
http://cul.anhuinews.com/system/2012/06/12/005018145.shtml,"国家级 非 遗 “ 徽州 三 雕 ” 传人 难觅-三雕-
",pos
http://cul.anhuinews.com/system/2012/08/15/005148270.shtml,"奥运 ， 我 为 你 感动 - 奥运 -
",neg
http://cul.anhuinews.com/system/2012/09/17/005217486.shtml,"合肥市 赖 少 其 艺术馆 入选 《 中国 美术馆 概览 》 - 赖 少其-
",neg
http://cul.anhuinews.com/system/2012/09/18/005220893.shtml,"苦瓜 人生 - 人生 -
",neg
http://cul.anhuinews.com/system/2012/09/27/005238808.shtml,"亚明 欧 亚 风情 写生 展 即将 举行 --
",neg
http://cul.anhuinews.com/system/2012/10/16/005259884.shtml,"2012 全国 黄梅戏 广播 大赛 上海 开赛 - 黄梅戏 -
",neg
http://cul.anhuinews.com/system/2012/10/21/005269201.shtml,"宋祖英 等 明星 将 亮相 在 第六 届 中国 （ 安庆 ） 黄梅戏 艺术节 --
",neg
http://cul.anhuinews.com/system/2012/12/13/005362988.shtml,"长 36 米 巨幅 新 徽派 版画 “ 黄山 ” 将 亮相 新桥 机场 出港 大厅 - 版画 -
",neg
http://cul.anhuinews.com/system/2012/12/24/005375372.shtml,"元旦 随感 - 元旦 -
",neg
http://cul.anhuinews.com/system/2012/12/27/005381698.shtml,"雪 的 记忆 - 记忆 -
",neg
http://cul.anhuinews.com/system/2013/03/15/005532936.shtml,"让 爱在 这里 延伸 - 志愿 -
",neg
http://cul.anhuinews.com/system/2013/03/22/005547138.shtml,"祖父 陈 启业 - 祖父 -
",neg
http://cul.anhuinews.com/system/2013/04/01/005564378.shtml,"永远 的 思念 ―― 记 安徽 省委 宣传部 原 副 部长 、 文联 主席 沈 培新 二三 事 - 思念 -
",neg
http://cul.anhuinews.com/system/2013/05/07/005635744.shtml,"最 美 的 声音 - 声音 -
",neg
http://cul.anhuinews.com/system/2013/05/08/005637021.shtml,"传统 百货 还 在 穿鞋 电 商 已 绕地球 跑 了 三 圈 半 -
",neg
http://cul.anhuinews.com/system/2013/05/08/005640096.shtml,"母爱 重 如 山 - 母爱 -
",neg
http://cul.anhuinews.com/system/2013/05/30/005692413.shtml,"实体 书店 如何 走 出 困境 ？ - 书店 -
",neg
http://cul.anhuinews.com/system/2013/05/30/005692481.shtml,"安徽 首 家 大规模 民营 艺术馆 开馆 - 艺术馆 -
",neg
http://cul.anhuinews.com/system/2013/06/08/005752887.shtml,"我省 第八 个 中国 文化 遗产 日 主场 城市 活动 在 太湖县 举行 - 文化 遗产 -
",neg
http://cul.anhuinews.com/system/2013/08/29/006035589.shtml,"刘 政屏 吕 士民 《 享受 合肥 方言 》 出版
",neg
http://cul.anhuinews.com/system/2013/09/11/006065999.shtml,"著名 作家 张曼 娟 将 携 新书 来 肥 弘扬 传统 文化 - 新书 -
",neg
http://cul.anhuinews.com/system/2013/11/19/006211510.shtml,"走 进 博物馆 留住 最 美 的 秋天 童话 记忆 - 博物馆 -
",neg
http://cul.anhuinews.com/system/2013/12/04/006225928.shtml,"安徽省 非物质 文化 遗产 凤阳 凤 画 合肥 展 举行 - 非物质 文化 遗产 , 凤阳 凤 画 , 民间艺术 -
",neg
http://cul.anhuinews.com/system/2013/12/05/006227321.shtml,"花 山 剪纸 名列 安徽省 第四 批 非 遗 名录 - 花 山 剪纸 , 非 遗 名录 , 非物质 文化 遗产 -
",neg
http://cul.anhuinews.com/system/2013/12/12/006233522.shtml,"凌 家滩 和 明 中 都 两 处 遗址 “ 冲刺 ” 国家 考古 遗址 公园 - 国家 考古 遗址 公园 , 凌家滩 遗址 , 凤阳 明 中 都城 遗址 , -
",neg
http://cul.anhuinews.com/system/2013/12/16/006236404.shtml,"下 塘 烧饼 申报 国家 地理 标志 商标 一 年 卖 3000万 个 - 下 塘 烧饼 , 国家 地理 标志 商标 , 合肥 国家 地理 标志 商标 -
",neg
