url,segments,flag
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057599&amp;idx=1&amp;sn=7b55a3367695b0dd0d21fc1a90fa498d&amp;chksm=,"【 徽州 】 歙县 磻溪 从古至今 （ 一 ）
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057639&amp;idx=1&amp;sn=84f2f574809335a71e7ba173feb9387a&amp;chksm=,"【 徽州 古 村落 】 歙县 有 处 藏 风 聚 气 的 荷花 形
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057716&amp;idx=1&amp;sn=50fb4eeb0b8586d3b56ea71e042af706&amp;chksm=,"【 徽州 古 村落 】 心驰神往 陟小岫
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057723&amp;idx=1&amp;sn=65b36fbdcd986165f3efc8cf0028358f&amp;chksm=,"【 徽州 美食 】 一道菜 ， 一 份 乡愁
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057761&amp;idx=1&amp;sn=c8b6ed65e6fa76fa8661b1a60580e147&amp;chksm=,"【 徽州 】 一 条 古道 ， 一 段 历史
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057775&amp;idx=1&amp;sn=9abcc3c78c7a2a8a602f1c91df5aee55&amp;chksm=,"【 徽州 古 村落 】 皖 浙 边关 古 村落 ： 岭脚村
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057802&amp;idx=1&amp;sn=8eb9daa9d11756bfa7f44a9f3b1cca16&amp;chksm=,"【 徽州 】 姬 公尖 灯笼柿 ， 秋日 里 一 道 独特 风景
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057846&amp;idx=1&amp;sn=cfcdc58b286f2b25f4471f96dfea5721&amp;chksm=,"【 徽州 古 村落 】 人间 仙境 外 南 庄
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057919&amp;idx=1&amp;sn=e916ef0f3fe67e60957c90e21b608855&amp;chksm=,"【 徽州 民间 故事 】 老 竹 铺 的 大方 和 尚
",1
http://mp.weixin.qq.com/s?__biz=MjM5NDAyNjU0MA==&amp;mid=2651035082&amp;idx=2&amp;sn=d0f44508ade6cd60eab143644c4104b6&amp;chksm=,"套路 满满的 现在 ， 南北 儒商 却 越来越 喜爱 徽州 古城
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057982&amp;idx=1&amp;sn=f7ddffc9646323f6fca69d75027f0403&amp;chksm=,"【 徽州 】 没有 几 个 人 知道 ， 歙县 藏 着 个 唐朝 的 圵野县 ！
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652057997&amp;idx=1&amp;sn=b7bc095467da515472606d590e70b170&amp;chksm=,"【 徽州 古 村落 】 歙县 晔 岔村 ： 残存 故园 乡愁 浓
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058018&amp;idx=1&amp;sn=6003eab1927b795eafba263852cb708a&amp;chksm=,"【 徽州 古 村落 】 下 产 往左 ， 阳 产 往右
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058050&amp;idx=1&amp;sn=c01782da9f9c8244c4b0d9d264b7dfe7&amp;chksm=,"【 徽州 古 村落 】 汪 满 田 ： 读 你 千 遍 不 厌倦
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058081&amp;idx=1&amp;sn=7bcc5cf17cf98ef246baf8c32c11c1b6&amp;chksm=,"徽州歙 东四 大 著名 酬神 民俗 之 ： “ 竦口会 ”
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058121&amp;idx=1&amp;sn=96ba9014081cd5b638acccea1f2187b2&amp;chksm=,"【 徽州 古 村落 】 磻 溪 村 ： 明代 抗倭 名将 胡 宗宪 的 外婆 家
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058156&amp;idx=1&amp;sn=e27c294eaac05b75a6a8d6341107bcc7&amp;chksm=,"【 徽州 古 村落 】 胡 锦涛 奶奶 叫 你 去 坡 山 她家 看 雾
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058201&amp;idx=1&amp;sn=b82fe06e6e35d96f0baf40634d92d572&amp;chksm=,"【 徽州 】 一个 “ 摄 鬼 ” 眼中 的 圣地
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058232&amp;idx=1&amp;sn=1b7733516a92ee4c1163fcbc18b5e1aa&amp;chksm=,"【 徽州 古 村落 】 歙县 蓝田 村 ： 静默 了 1400 多 年 的 种 玉里
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058248&amp;idx=1&amp;sn=c399519ce58fe24b0ee310dc77260402&amp;chksm=,"【 徽州 】 无 宅 不 雕花
",1
http://mp.weixin.qq.com/s?__biz=MjM5MzQ0NTUyOA==&amp;mid=2649754853&amp;idx=1&amp;sn=0b183a5413e670ff5cda7c71447d5d28&amp;mpshare=1&amp;scene=5&amp;srcid=0206qFBsYXQVcJy2qMC8a38F,"小脚 太太 江 冬 秀 挥 得了 菜刀 ， 拎 得 清 大局 的 传奇
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058298&amp;idx=1&amp;sn=7dec205c0d78505956ce8aaafab5a934&amp;chksm=,"【 徽州 古 村落 】 歙县 唐 里村 ： 老 戏台 上 有 绝响 ， 官 船 坑 里 藏 妙境
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058364&amp;idx=1&amp;sn=67cbcde079e63ba01564074dea08b1ab&amp;chksm=,"【 徽州 古 村落 】 徽州 秘 境 ： 走 进 石门 探 青峰
",1
http://mp.weixin.qq.com/s?__biz=MjM5OTc1NDAxMg==&amp;mid=2652058398&amp;idx=4&amp;sn=7f865d9724245ad7c2e3ee6f1791c08f&amp;chksm=,"【 徽州 】 趣 说 徽州 （ 上 ）
",1
http://mp.weixin.qq.com/s/FwWKyVhWO2MbO0dVBS7_0g,"徽州 古书 院 之 紫阳 书院
",1
http://mp.weixin.qq.com/s/YitXfLVpWwbMg4b7T9ptdg,"水墨 婺源
",1
http://mp.weixin.qq.com/s/eC3pyWICeXAenodQ01sbJQ,"天上 人间 一绝 ， 那 就 是 婺源 秋色 ！ 这 组 美图 ， 请 收藏
",1
http://mp.weixin.qq.com/s/nUjJOY_uXdnjaEP20FfSow,"查 济 — 典藏 在 深山 幽谷 中 的 古镇
",1
http://mp.weixin.qq.com/s?__biz=MzI3MDE3MjkwOQ==&amp;mid=2650927333&amp;idx=1&amp;sn=4fc67402db1ba6ff50757222e80466e2&amp;chksm=,"鸡 公尖 上 柿子 红
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400101920&amp;idx=1&amp;sn=d87cc62e6f9229b65d9ea0cbf69beed8&amp;mpshare=1&amp;scene=5&amp;srcid=121540HFqsPTfDQC8xPpAdss,"徽州 村落 | 养育 胡 适 的 地方 ， 上 庄
",1
http://mp.weixin.qq.com/s?__biz=MjM5MzQ0NTUyOA==&amp;mid=2649754897&amp;idx=1&amp;sn=af7205df63a7cb9c1b0a3efa74021dc8&amp;mpshare=1&amp;scene=5&amp;srcid=0206FdyJiiVn7AozWH05iv1h,"徽州 村落 —— 风水 的 “ 理想国 ” （ 二 ）
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400205002&amp;idx=1&amp;sn=7b5564bfaf8b2272ab73407927521dce&amp;mpshare=1&amp;scene=5&amp;srcid=1215exQI09y5yHysorG7NJtg,"徽州 村 文化 |黄 山水 ， 新 安源
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400263580&amp;idx=1&amp;sn=0d98d0f710acb11f908df23af2343c93&amp;mpshare=1&amp;scene=5&amp;srcid=1215nwTwsMgGsblEA60mzAzY,"徽州 文化 | 探访 徽州 古 村落 —— 屯溪
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400369420&amp;idx=1&amp;sn=01609fbcee24117aaa607db5a2285224&amp;mpshare=1&amp;scene=5&amp;srcid=1215Q3c9tmLZTLy542nmoPua,"徽州 文化 | 深秋 去 徽州 看 村落 ， 美艳 中国
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400829396&amp;idx=1&amp;sn=575f00114cfb5ffbf2e13683d1d0e9bc&amp;mpshare=1&amp;scene=5&amp;srcid=1215V7KES6dc3NLrLkH36u5D,"皖南 行 |厚 岸 桃源
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400895400&amp;idx=1&amp;sn=f17736e5b6ce65303757dc16fbd906b7&amp;mpshare=1&amp;scene=5&amp;srcid=1215FQVwzpmFtOojNebEamhH,"徽州 文化 | 徽墨 中 的 “ 明 四 家 ” 与 “ 清 四 家 ”
",1
http://mp.weixin.qq.com/s?__biz=MzIyOTQ4MjEyNA==&amp;mid=2247483811&amp;idx=1&amp;sn=07404207b523b4b38a68e67b0795af22&amp;chksm=,"徽商 四 大 行业 之 三 —— 茶商
",1
http://mp.weixin.qq.com/s?__biz=MzIyOTQ4MjEyNA==&amp;mid=2247483802&amp;idx=1&amp;sn=3d63cac5200d8eec0f95f54309e34d83&amp;chksm=,"徽商 四 大 行业 之一 —— 盐商
",1
http://mp.weixin.qq.com/s?__biz=MzI3MTAwNTA4NA==&amp;mid=2649742252&amp;idx=1&amp;sn=94106b7ca83cdcc3d565d8fcb15a1112&amp;chksm=,"【 徽州 百 村 】 龙 池 汰 —— 那 片 心灵 的 净土
",1
http://mp.weixin.qq.com/s/e5CyWb6rqvKRyxj4uAitjg,"徽州 人 ， 你 从 哪里 来 ？
",1
http://mp.weixin.qq.com/s/YrLkLoNXirdIaqATB8pNvw,"徽州 ， 你 给 我 回来 —— 歙县 篇
",1
http://mp.weixin.qq.com/s/bG8ZY69n4doIHfq7RqB31A,"徽州 ， 你 给 我 回来 — 黟县 篇
",1
http://mp.weixin.qq.com/s/F3Auit0Bk-ZZo12_evmVew,"徽州 ， 你 给 我 回来 — 休宁 篇
",1
http://mp.weixin.qq.com/s/blfIx6VnL_VwGd-2Ra9Hfw,"徽州 ， 你 给 我 回来 —— 祁门 篇
",1
http://mp.weixin.qq.com/s/3X2pZitF7KzPSm24OwDEpw,"【 行走 徽州 】 许村 ： 歙县 北乡 的 中国 历史 文化 名 镇
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400036534&amp;idx=1&amp;sn=b25449c0b16b2ca10fb543da00385e3b&amp;mpshare=1&amp;scene=5&amp;srcid=1206C6sqqmBIY7Wf2lq81sZH,"徽州 文化 |徽商 , 从 徽 骆驼 到 儒商
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400046205&amp;idx=1&amp;sn=4f80ec415d4ac325e642d4b697a250eb&amp;mpshare=1&amp;scene=5&amp;srcid=1206xQGozgY8shq1FuQRbuQl,"徽州 文化 / 读 唐诗 宋词 ， 去 徽州 晒 秋
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400056542&amp;idx=1&amp;sn=74973942b3b1e5f5a86efbd00a8ba9d4&amp;mpshare=1&amp;scene=5&amp;srcid=12061zXmuGVkuwllKZgK6PuG,"徽州 村落 | 宏村 ， 画里牛形村
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400069464&amp;idx=1&amp;sn=5cbe07a6b37187151d2e5e2636b20a2a&amp;mpshare=1&amp;scene=5&amp;srcid=1206gdlYsssYAwobqxoihYxN,"徽州 村落 | 绩溪 龙川 ， 有 龙 在 川
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400130855&amp;idx=1&amp;sn=66e309229712d89b17b20ca8ce4fa2c0&amp;mpshare=1&amp;scene=5&amp;srcid=1206WhVSFYvfE8vl8Nin3ZYY,"徽州 文化 | 风水 尤 重 数 徽 人
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400161200&amp;idx=1&amp;sn=52764a9a3e13c3e9f2aa2a37c4f307fd&amp;mpshare=1&amp;scene=5&amp;srcid=1206HpUmA9Sx8wGuCjTazq5e,"徽州 文化 |深深 古 巷 马头 花墙
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400192057&amp;idx=1&amp;sn=35153bf6c3164a89f5e69115f7a3e3ea&amp;mpshare=1&amp;scene=5&amp;srcid=1206x6d5FbQiazBIjpZa8fxM,"走 进 皖南 古 村 赏 最 美 徽州 晒 秋
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400238811&amp;idx=1&amp;sn=e923bae4fc1dcec2b2260f4f0403cf83&amp;mpshare=1&amp;scene=5&amp;srcid=1206DM6xwEJp607r2PIjxDNI,"徽州 文化 | 解读 徽州 的 古 牌坊
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400250068&amp;idx=1&amp;sn=3b3781f701b4cb2c3451b7fae45139d7&amp;mpshare=1&amp;scene=5&amp;srcid=1206I6MTUkafunUBDEcHZPCj,"徽州 文化 | 徽州 人 的 传统 产业 ： 文房四宝
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400316300&amp;idx=1&amp;sn=1ddf03ee95c2054dff0193d64273e9f3&amp;mpshare=1&amp;scene=5&amp;srcid=1206rp4xzMtkaYfKmmOwCMHx,"徽州 村落 | 宰相 故里 —— 雄 村
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400451000&amp;idx=1&amp;sn=709f2a48fd2af8ed764a28fc2ff599c4&amp;mpshare=1&amp;scene=5&amp;srcid=1206tz9vQxZh6WBa29oMP8DG,"徽州 文化 |徽 商 老 号
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400507086&amp;idx=1&amp;sn=ed1e3aa9641d133e985bc58939725250&amp;mpshare=1&amp;scene=5&amp;srcid=12064uBpgtbBqPXJ3sQKUOhy,"徽州 文化 |徽 戏 与 徽菜
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400537160&amp;idx=1&amp;sn=00497785008d1fdce7d22019ab00387a&amp;mpshare=1&amp;scene=5&amp;srcid=1206qgaS4OjQrZIBhIaFn3S7,"徽州 文化 | 黄山 与 新安 画派
",1
http://mp.weixin.qq.com/s?__biz=MzA4NDI0MzMwNA==&amp;mid=2650179271&amp;idx=1&amp;sn=28ad0b5a8f367525d29342b9e9021598&amp;chksm=,"春风 十 里 不如 你 时光 未 老
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400576713&amp;idx=1&amp;sn=4c35ada51abcb6f09ae2143110ed812a&amp;mpshare=1&amp;scene=5&amp;srcid=1206f86m5OYxBsSip6iMNqGE,"碧 山 印象
",1
http://mp.weixin.qq.com/s?__biz=MzIyNDA4NDIxMA==&amp;mid=400566278&amp;idx=1&amp;sn=eed6d14c4d82f9e7d2cc0472c5c196a3&amp;mpshare=1&amp;scene=5&amp;srcid=1206XkqaJfttCVSggi3j4E8Y,"徽州 文化 |赛 金花
",1
